Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
ODI # 3054,Bangladesh,New Zealand,7 wickets,Dhaka,"Oct 11, 2010",Bangladesh
ODI # 3055,Kenya,Afghanistan,8 wickets,Nairobi (Gym),"Oct 11, 2010",Kenya
ODI # 3056,Bangladesh,New Zealand,9 runs,Dhaka,"Oct 14, 2010",Bangladesh
ODI # 3057,South Africa,Zimbabwe,64 runs,Bloemfontein,"Oct 15, 2010",South Africa
ODI # 3058,Bangladesh,New Zealand,3 runs,Dhaka,"Oct 17, 2010",Bangladesh
ODI # 3059,South Africa,Zimbabwe,8 wickets,Potchefstroom,"Oct 17, 2010",South Africa
ODI # 3060,India,Australia,5 wickets,Visakhapatnam,"Oct 20, 2010",India
ODI # 3061,South Africa,Zimbabwe,272 runs,Benoni,"Oct 22, 2010",South Africa
ODI # 3062,Pakistan,South Africa,8 wickets,Abu Dhabi,"Oct 29, 2010",South Africa
ODI # 3063,Pakistan,South Africa,1 wicket,Abu Dhabi,"Oct 31, 2010",Pakistan
ODI # 3064,Pakistan,South Africa,2 runs,Dubai (DSC),"Nov 2, 2010",South Africa
ODI # 3065,Australia,Sri Lanka,1 wicket,Melbourne,"Nov 3, 2010",Sri Lanka
ODI # 3066,Australia,Sri Lanka,29 runs,Sydney,"Nov 5, 2010",Sri Lanka
ODI # 3067,Pakistan,South Africa,1 wicket,Dubai (DSC),"Nov 5, 2010",Pakistan
ODI # 3068,Australia,Sri Lanka,8 wickets,Brisbane,"Nov 7, 2010",Australia
ODI # 3069,Pakistan,South Africa,57 runs,Dubai (DSC),"Nov 8, 2010",South Africa
ODI # 3070,India,New Zealand,40 runs,Guwahati,"Nov 28, 2010",India
ODI # 3071,Bangladesh,Zimbabwe,9 runs,Dhaka,"Dec 1, 2010",Zimbabwe
ODI # 3072,India,New Zealand,8 wickets,Jaipur,"Dec 1, 2010",India
ODI # 3073,Bangladesh,Zimbabwe,6 wickets,Dhaka,"Dec 3, 2010",Bangladesh
ODI # 3074,India,New Zealand,9 wickets,Vadodara,"Dec 4, 2010",India
ODI # 3075,Bangladesh,Zimbabwe,65 runs,Dhaka,"Dec 6, 2010",Bangladesh
ODI # 3076,India,New Zealand,5 wickets,Bengaluru,"Dec 7, 2010",India
ODI # 3077,India,New Zealand,8 wickets,Chennai,"Dec 10, 2010",India
ODI # 3078,Bangladesh,Zimbabwe,6 wickets,Chittagong,"Dec 12, 2010",Bangladesh
ODI # 3079,South Africa,India,135 runs,Durban,"Jan 12, 2011",South Africa
ODI # 3080,South Africa,India,1 run,Johannesburg,"Jan 15, 2011",India
ODI # 3081,Australia,England,6 wickets,Melbourne,"Jan 16, 2011",Australia
ODI # 3082,South Africa,India,2 wickets,Cape Town,"Jan 18, 2011",India
ODI # 3083,Australia,England,46 runs,Hobart,"Jan 21, 2011",Australia
ODI # 3084,South Africa,India,48 runs,Port Elizabeth,"Jan 21, 2011",South Africa
ODI # 3085,New Zealand,Pakistan,9 wickets,Wellington,"Jan 22, 2011",New Zealand
ODI # 3086,Australia,England,4 wickets,Sydney,"Jan 23, 2011",Australia
ODI # 3087,South Africa,India,33 runs,Centurion,"Jan 23, 2011",South Africa
ODI # 3088,New Zealand,Pakistan,,Queenstown,"Jan 26, 2011",no result
ODI # 3089,Australia,England,21 runs,Adelaide,"Jan 26, 2011",England
ODI # 3090,New Zealand,Pakistan,43 runs,Christchurch,"Jan 29, 2011",Pakistan
ODI # 3091,Australia,England,51 runs,Brisbane,"Jan 30, 2011",Australia
ODI # 3092,Sri Lanka,West Indies,,Colombo (SSC),"Jan 31, 2011",no result
ODI # 3093,New Zealand,Pakistan,2 wickets,Napier,"Feb 1, 2011",Pakistan
ODI # 3094,Australia,England,2 wickets,Sydney,"Feb 2, 2011",Australia
ODI # 3095,New Zealand,Pakistan,41 runs,Hamilton,"Feb 3, 2011",Pakistan
ODI # 3096,Sri Lanka,West Indies,8 wickets,Colombo (SSC),"Feb 3, 2011",Sri Lanka
ODI # 3097,New Zealand,Pakistan,57 runs,Auckland,"Feb 5, 2011",New Zealand
ODI # 3098,Australia,England,57 runs,Perth,"Feb 6, 2011",Australia
ODI # 3099,Sri Lanka,West Indies,26 runs,Colombo (SSC),"Feb 6, 2011",Sri Lanka
ODI # 3100,Bangladesh,India,87 runs,Dhaka,"Feb 19, 2011",India
ODI # 3101,Kenya,New Zealand,10 wickets,Chennai,"Feb 20, 2011",New Zealand
ODI # 3102,Sri Lanka,Canada,210 runs,Hambantota,"Feb 20, 2011",Sri Lanka
ODI # 3103,Australia,Zimbabwe,91 runs,Ahmedabad,"Feb 21, 2011",Australia
ODI # 3104,England,Netherlands,6 wickets,Nagpur,"Feb 22, 2011",England
ODI # 3105,Kenya,Pakistan,205 runs,Hambantota,"Feb 23, 2011",Pakistan
ODI # 3106,South Africa,West Indies,7 wickets,Delhi,"Feb 24, 2011",South Africa
ODI # 3107,Australia,New Zealand,7 wickets,Nagpur,"Feb 25, 2011",Australia
ODI # 3108,Bangladesh,Ireland,27 runs,Dhaka,"Feb 25, 2011",Bangladesh
ODI # 3109,Sri Lanka,Pakistan,11 runs,Colombo (RPS),"Feb 26, 2011",Pakistan
ODI # 3110,India,England,,Bengaluru,"Feb 27, 2011",tied
ODI # 3111,Canada,Zimbabwe,175 runs,Nagpur,"Feb 28, 2011",Zimbabwe
ODI # 3112,Netherlands,West Indies,215 runs,Delhi,"Feb 28, 2011",West Indies
ODI # 3113,Sri Lanka,Kenya,9 wickets,Colombo (RPS),"Mar 1, 2011",Sri Lanka
ODI # 3114,England,Ireland,3 wickets,Bengaluru,"Mar 2, 2011",Ireland
ODI # 3115,Netherlands,South Africa,231 runs,Mohali,"Mar 3, 2011",South Africa
ODI # 3116,Canada,Pakistan,46 runs,Colombo (RPS),"Mar 3, 2011",Pakistan
ODI # 3117,New Zealand,Zimbabwe,10 wickets,Ahmedabad,"Mar 4, 2011",New Zealand
ODI # 3118,Bangladesh,West Indies,9 wickets,Dhaka,"Mar 4, 2011",West Indies
ODI # 3119,Sri Lanka,Australia,,Colombo (RPS),"Mar 5, 2011",no result
ODI # 3120,England,South Africa,6 runs,Chennai,"Mar 6, 2011",England
ODI # 3121,India,Ireland,5 wickets,Bengaluru,"Mar 6, 2011",India
ODI # 3122,Canada,Kenya,5 wickets,Delhi,"Mar 7, 2011",Canada
ODI # 3123,New Zealand,Pakistan,110 runs,Pallekele,"Mar 8, 2011",New Zealand
ODI # 3124,India,Netherlands,5 wickets,Delhi,"Mar 9, 2011",India
ODI # 3125,Sri Lanka,Zimbabwe,139 runs,Pallekele,"Mar 10, 2011",Sri Lanka
ODI # 3126,Ireland,West Indies,44 runs,Mohali,"Mar 11, 2011",West Indies
ODI # 3127,Bangladesh,England,2 wickets,Chittagong,"Mar 11, 2011",Bangladesh
ODI # 3128,India,South Africa,3 wickets,Nagpur,"Mar 12, 2011",South Africa
ODI # 3129,Canada,New Zealand,97 runs,Mumbai,"Mar 13, 2011",New Zealand
ODI # 3130,Australia,Kenya,60 runs,Bengaluru,"Mar 13, 2011",Australia
ODI # 3131,Bangladesh,Netherlands,6 wickets,Chittagong,"Mar 14, 2011",Bangladesh
ODI # 3132,Pakistan,Zimbabwe,7 wickets,Pallekele,"Mar 14, 2011",Pakistan
ODI # 3133,Ireland,South Africa,131 runs,Kolkata,"Mar 15, 2011",South Africa
ODI # 3134,Australia,Canada,7 wickets,Bengaluru,"Mar 16, 2011",Australia
ODI # 3135,England,West Indies,18 runs,Chennai,"Mar 17, 2011",England
ODI # 3136,Ireland,Netherlands,6 wickets,Kolkata,"Mar 18, 2011",Ireland
ODI # 3137,New Zealand,Sri Lanka,112 runs,Mumbai,"Mar 18, 2011",Sri Lanka
ODI # 3138,Bangladesh,South Africa,206 runs,Dhaka,"Mar 19, 2011",South Africa
ODI # 3139,Australia,Pakistan,4 wickets,Colombo (RPS),"Mar 19, 2011",Pakistan
ODI # 3140,Kenya,Zimbabwe,161 runs,Kolkata,"Mar 20, 2011",Zimbabwe
ODI # 3141,India,West Indies,80 runs,Chennai,"Mar 20, 2011",India
ODI # 3142,Pakistan,West Indies,10 wickets,Dhaka,"Mar 23, 2011",Pakistan
ODI # 3143,India,Australia,5 wickets,Ahmedabad,"Mar 24, 2011",India
ODI # 3144,New Zealand,South Africa,49 runs,Dhaka,"Mar 25, 2011",New Zealand
ODI # 3145,Sri Lanka,England,10 wickets,Colombo (RPS),"Mar 26, 2011",Sri Lanka
ODI # 3146,Sri Lanka,New Zealand,5 wickets,Colombo (RPS),"Mar 29, 2011",Sri Lanka
ODI # 3147,India,Pakistan,29 runs,Mohali,"Mar 30, 2011",India
ODI # 3148,India,Sri Lanka,6 wickets,Mumbai,"Apr 2, 2011",India
ODI # 3149,Bangladesh,Australia,60 runs,Dhaka,"Apr 9, 2011",Australia
ODI # 3150,Bangladesh,Australia,9 wickets,Dhaka,"Apr 11, 2011",Australia
ODI # 3151,Bangladesh,Australia,66 runs,Dhaka,"Apr 13, 2011",Australia
ODI # 3152,West Indies,Pakistan,8 wickets,Gros Islet,"Apr 23, 2011",Pakistan
ODI # 3153,West Indies,Pakistan,7 wickets,Gros Islet,"Apr 25, 2011",Pakistan
ODI # 3154,West Indies,Pakistan,3 wickets,Bridgetown,"Apr 28, 2011",Pakistan
ODI # 3155,West Indies,Pakistan,1 run,Bridgetown,"May 2, 2011",West Indies
ODI # 3156,West Indies,Pakistan,10 wickets,Providence,"May 5, 2011",West Indies
ODI # 3157,Ireland,Pakistan,7 wickets,Belfast,"May 28, 2011",Pakistan
ODI # 3158,Ireland,Pakistan,5 wickets,Belfast,"May 30, 2011",Pakistan
ODI # 3159,West Indies,India,4 wickets,Port of Spain,"Jun 6, 2011",India
ODI # 3160,West Indies,India,7 wickets,Port of Spain,"Jun 8, 2011",India
ODI # 3161,West Indies,India,3 wickets,North Sound,"Jun 11, 2011",India
ODI # 3162,West Indies,India,103 runs,North Sound,"Jun 13, 2011",West Indies
ODI # 3163,West Indies,India,7 wickets,Kingston,"Jun 16, 2011",West Indies
ODI # 3164,Scotland,Netherlands,15 runs,Aberdeen,"Jun 28, 2011",Scotland
ODI # 3165,England,Sri Lanka,110 runs,The Oval,"Jun 28, 2011",England
ODI # 3166,Scotland,Netherlands,5 wickets,Aberdeen,"Jun 29, 2011",Scotland
ODI # 3167,England,Sri Lanka,69 runs,Leeds,"Jul 1, 2011",Sri Lanka
ODI # 3168,England,Sri Lanka,6 wickets,Lord's,"Jul 3, 2011",Sri Lanka
ODI # 3169,England,Sri Lanka,10 wickets,Nottingham,"Jul 6, 2011",England
ODI # 3170,England,Sri Lanka,16 runs,Manchester,"Jul 9, 2011",England
ODI # 3171,Scotland,Ireland,5 wickets,Edinburgh,"Jul 12, 2011",Scotland
ODI # 3172,Scotland,Sri Lanka,183 runs,Edinburgh,"Jul 13, 2011",Sri Lanka
ODI # 3173,Canada,Afghanistan,2 wickets,King City (NW),"Aug 7, 2011",Afghanistan
ODI # 3174,Canada,Afghanistan,17 runs,Toronto,"Aug 9, 2011",Afghanistan
ODI # 3175,Sri Lanka,Australia,7 wickets,Pallekele,"Aug 10, 2011",Australia
ODI # 3176,Zimbabwe,Bangladesh,4 wickets,Harare,"Aug 12, 2011",Zimbabwe
ODI # 3177,Zimbabwe,Bangladesh,7 wickets,Harare,"Aug 14, 2011",Zimbabwe
ODI # 3178,Sri Lanka,Australia,8 wickets,Hambantota,"Aug 14, 2011",Australia
ODI # 3179,Zimbabwe,Bangladesh,5 runs,Harare,"Aug 16, 2011",Zimbabwe
ODI # 3180,Sri Lanka,Australia,78 runs,Hambantota,"Aug 16, 2011",Sri Lanka
ODI # 3181,Zimbabwe,Bangladesh,6 wickets,Bulawayo,"Aug 19, 2011",Bangladesh
ODI # 3182,Sri Lanka,Australia,5 wickets,Colombo (RPS),"Aug 20, 2011",Australia
ODI # 3183,Zimbabwe,Bangladesh,93 runs,Bulawayo,"Aug 21, 2011",Bangladesh
ODI # 3184,Sri Lanka,Australia,4 wickets,Colombo (RPS),"Aug 22, 2011",Sri Lanka
ODI # 3185,Ireland,England,11 runs,Dublin,"Aug 25, 2011",England
ODI # 3186,England,India,,Chester-le-Street,"Sep 3, 2011",no result
ODI # 3187,England,India,7 wickets,Southampton,"Sep 6, 2011",England
ODI # 3188,Zimbabwe,Pakistan,5 runs,Bulawayo,"Sep 8, 2011",Pakistan
ODI # 3189,England,India,3 wickets,The Oval,"Sep 9, 2011",England
ODI # 3190,Zimbabwe,Pakistan,10 wickets,Harare,"Sep 11, 2011",Pakistan
ODI # 3191,England,India,,Lord's,"Sep 11, 2011",tied
ODI # 3192,Netherlands,Kenya,2 wickets,The Hague,"Sep 12, 2011",Netherlands
ODI # 3193,Netherlands,Kenya,4 wickets,The Hague,"Sep 13, 2011",Netherlands
ODI # 3194,Zimbabwe,Pakistan,28 runs,Harare,"Sep 14, 2011",Pakistan
ODI # 3195,England,India,6 wickets,Cardiff,"Sep 16, 2011",England
ODI # 3196,Ireland,Canada,133 runs,Dublin,"Sep 19, 2011",Ireland
ODI # 3197,Ireland,Canada,56 runs,Dublin,"Sep 20, 2011",Ireland
ODI # 3198,Bangladesh,West Indies,40 runs,Dhaka,"Oct 13, 2011",West Indies
ODI # 3199,India,England,126 runs,Hyderabad (Deccan),"Oct 14, 2011",India
ODI # 3200,Bangladesh,West Indies,8 wickets,Dhaka,"Oct 15, 2011",West Indies
ODI # 3201,India,England,8 wickets,Delhi,"Oct 17, 2011",India
ODI # 3202,Bangladesh,West Indies,8 wickets,Chittagong,"Oct 18, 2011",Bangladesh
ODI # 3203,South Africa,Australia,93 runs,Centurion,"Oct 19, 2011",Australia
ODI # 3204,Zimbabwe,New Zealand,9 wickets,Harare,"Oct 20, 2011",New Zealand
ODI # 3205,India,England,5 wickets,Mohali,"Oct 20, 2011",India
ODI # 3206,Zimbabwe,New Zealand,4 wickets,Harare,"Oct 22, 2011",New Zealand
ODI # 3207,India,England,6 wickets,Mumbai,"Oct 23, 2011",India
ODI # 3208,South Africa,Australia,80 runs,Port Elizabeth,"Oct 23, 2011",South Africa
ODI # 3209,Zimbabwe,New Zealand,1 wicket,Bulawayo,"Oct 25, 2011",Zimbabwe
ODI # 3210,India,England,95 runs,Kolkata,"Oct 25, 2011",India
ODI # 3211,South Africa,Australia,3 wickets,Durban,"Oct 28, 2011",Australia
ODI # 3212,Pakistan,Sri Lanka,8 wickets,Dubai (DSC),"Nov 11, 2011",Pakistan
ODI # 3213,Pakistan,Sri Lanka,25 runs,Dubai (DSC),"Nov 14, 2011",Sri Lanka
ODI # 3214,Pakistan,Sri Lanka,21 runs,Dubai (DSC),"Nov 18, 2011",Pakistan
ODI # 3215,Pakistan,Sri Lanka,26 runs,Sharjah,"Nov 20, 2011",Pakistan
ODI # 3216,Pakistan,Sri Lanka,3 wickets,Abu Dhabi,"Nov 23, 2011",Pakistan
ODI # 3217,India,West Indies,1 wicket,Cuttack,"Nov 29, 2011",India
ODI # 3218,Bangladesh,Pakistan,5 wickets,Dhaka,"Dec 1, 2011",Pakistan
ODI # 3219,India,West Indies,5 wickets,Visakhapatnam,"Dec 2, 2011",India
ODI # 3220,Bangladesh,Pakistan,76 runs,Dhaka,"Dec 3, 2011",Pakistan
ODI # 3221,India,West Indies,16 runs,Ahmedabad,"Dec 5, 2011",West Indies
ODI # 3222,Bangladesh,Pakistan,58 runs,Chittagong,"Dec 6, 2011",Pakistan
ODI # 3223,India,West Indies,153 runs,Indore,"Dec 8, 2011",India
ODI # 3224,India,West Indies,34 runs,Chennai,"Dec 11, 2011",India
ODI # 3225,South Africa,Sri Lanka,258 runs,Paarl,"Jan 11, 2012",South Africa
ODI # 3226,South Africa,Sri Lanka,5 wickets,East London,"Jan 14, 2012",South Africa
ODI # 3227,South Africa,Sri Lanka,4 runs,Bloemfontein,"Jan 17, 2012",South Africa
ODI # 3228,South Africa,Sri Lanka,5 wickets,Kimberley,"Jan 20, 2012",Sri Lanka
ODI # 3229,South Africa,Sri Lanka,2 wickets,Johannesburg,"Jan 22, 2012",Sri Lanka
ODI # 3230,New Zealand,Zimbabwe,90 runs,Dunedin,"Feb 3, 2012",New Zealand
ODI # 3231,Australia,India,65 runs,Melbourne,"Feb 5, 2012",Australia
ODI # 3232,New Zealand,Zimbabwe,141 runs,Whangarei,"Feb 6, 2012",New Zealand
ODI # 3233,India,Sri Lanka,4 wickets,Perth,"Feb 8, 2012",India
ODI # 3234,New Zealand,Zimbabwe,202 runs,Napier,"Feb 9, 2012",New Zealand
ODI # 3235,Australia,Sri Lanka,5 runs,Perth,"Feb 10, 2012",Australia
ODI # 3236,Afghanistan,Pakistan,7 wickets,Sharjah,"Feb 10, 2012",Pakistan
ODI # 3237,Australia,India,4 wickets,Adelaide,"Feb 12, 2012",India
ODI # 3238,England,Pakistan,130 runs,Abu Dhabi,"Feb 13, 2012",England
ODI # 3239,India,Sri Lanka,,Adelaide,"Feb 14, 2012",tied
ODI # 3240,England,Pakistan,20 runs,Abu Dhabi,"Feb 15, 2012",England
ODI # 3241,Australia,Sri Lanka,8 wickets,Sydney,"Feb 17, 2012",Sri Lanka
ODI # 3242,Kenya,Ireland,7 wickets,Mombasa,"Feb 18, 2012",Kenya
ODI # 3243,England,Pakistan,9 wickets,Dubai (DSC),"Feb 18, 2012",England
ODI # 3244,Australia,India,110 runs,Brisbane,"Feb 19, 2012",Australia
ODI # 3245,Kenya,Ireland,117 runs,Mombasa,"Feb 20, 2012",Ireland
ODI # 3246,India,Sri Lanka,51 runs,Brisbane,"Feb 21, 2012",Sri Lanka
ODI # 3247,England,Pakistan,4 wickets,Dubai (DSC),"Feb 21, 2012",England
ODI # 3248,Australia,Sri Lanka,3 wickets,Hobart,"Feb 24, 2012",Sri Lanka
ODI # 3249,New Zealand,South Africa,6 wickets,Wellington,"Feb 25, 2012",South Africa
ODI # 3250,Australia,India,87 runs,Sydney,"Feb 26, 2012",Australia
ODI # 3251,India,Sri Lanka,7 wickets,Hobart,"Feb 28, 2012",India
ODI # 3252,New Zealand,South Africa,6 wickets,Napier,"Feb 29, 2012",South Africa
ODI # 3253,Australia,Sri Lanka,9 runs,Melbourne,"Mar 2, 2012",Sri Lanka
ODI # 3254,New Zealand,South Africa,5 wickets,Auckland,"Mar 3, 2012",South Africa
ODI # 3255,Australia,Sri Lanka,15 runs,Brisbane,"Mar 4, 2012",Australia
ODI # 3256,Australia,Sri Lanka,8 wickets,Adelaide,"Mar 6, 2012",Sri Lanka
ODI # 3257,Australia,Sri Lanka,16 runs,Adelaide,"Mar 8, 2012",Australia
ODI # 3258,Bangladesh,Pakistan,21 runs,Dhaka,"Mar 11, 2012",Pakistan
ODI # 3259,India,Sri Lanka,50 runs,Dhaka,"Mar 13, 2012",India
ODI # 3260,Pakistan,Sri Lanka,6 wickets,Dhaka,"Mar 15, 2012",Pakistan
ODI # 3261,Bangladesh,India,5 wickets,Dhaka,"Mar 16, 2012",Bangladesh
ODI # 3262,West Indies,Australia,64 runs,Kingstown,"Mar 16, 2012",Australia
ODI # 3263,India,Pakistan,6 wickets,Dhaka,"Mar 18, 2012",India
ODI # 3264,West Indies,Australia,5 wickets,Kingstown,"Mar 18, 2012",West Indies
ODI # 3265,Bangladesh,Sri Lanka,5 wickets,Dhaka,"Mar 20, 2012",Bangladesh
ODI # 3266,West Indies,Australia,,Kingstown,"Mar 20, 2012",tied
ODI # 3267,Bangladesh,Pakistan,2 runs,Dhaka,"Mar 22, 2012",Pakistan
ODI # 3268,West Indies,Australia,42 runs,Gros Islet,"Mar 23, 2012",West Indies
ODI # 3269,West Indies,Australia,30 runs,Gros Islet,"Mar 25, 2012",Australia
ODI # 3270,Afghanistan,Netherlands,9 wickets,Sharjah,"Mar 29, 2012",Netherlands
ODI # 3271,Afghanistan,Netherlands,5 wickets,Sharjah,"Mar 31, 2012",Afghanistan
ODI # 3272,Sri Lanka,Pakistan,6 wickets,Pallekele,"Jun 7, 2012",Pakistan
ODI # 3273,Sri Lanka,Pakistan,76 runs,Pallekele,"Jun 9, 2012",Sri Lanka
ODI # 3274,Sri Lanka,Pakistan,,Colombo (RPS),"Jun 13, 2012",no result
ODI # 3275,Sri Lanka,Pakistan,44 runs,Colombo (RPS),"Jun 16, 2012",Sri Lanka
ODI # 3276,England,West Indies,114 runs,Southampton,"Jun 16, 2012",England
ODI # 3277,Sri Lanka,Pakistan,2 wickets,Colombo (RPS),"Jun 18, 2012",Sri Lanka
ODI # 3278,England,West Indies,8 wickets,The Oval,"Jun 19, 2012",England
ODI # 3279,Ireland,Australia,,Belfast,"Jun 23, 2012",no result
ODI # 3280,England,Australia,15 runs,Lord's,"Jun 29, 2012",England
ODI # 3281,England,Australia,6 wickets,The Oval,"Jul 1, 2012",England
ODI # 3282,Ireland,Afghanistan,59 runs,Dublin,"Jul 5, 2012",Ireland
ODI # 3283,West Indies,New Zealand,9 wickets,Kingston,"Jul 5, 2012",West Indies
ODI # 3284,England,Australia,8 wickets,Chester-le-Street,"Jul 7, 2012",England
ODI # 3285,West Indies,New Zealand,55 runs,Kingston,"Jul 7, 2012",West Indies
ODI # 3286,England,Australia,7 wickets,Manchester,"Jul 10, 2012",England
ODI # 3287,Scotland,Canada,4 wickets,Ayr,"Jul 11-12, 2012",Scotland
ODI # 3288,West Indies,New Zealand,88 runs,Basseterre,"Jul 11, 2012",New Zealand
ODI # 3289,West Indies,New Zealand,24 runs,Basseterre,"Jul 14, 2012",West Indies
ODI # 3290,West Indies,New Zealand,20 runs,Basseterre,"Jul 16, 2012",West Indies
ODI # 3291,Sri Lanka,India,21 runs,Hambantota,"Jul 21, 2012",India
ODI # 3292,Sri Lanka,India,9 wickets,Hambantota,"Jul 24, 2012",Sri Lanka
ODI # 3293,Sri Lanka,India,5 wickets,Colombo (RPS),"Jul 28, 2012",India
ODI # 3294,Sri Lanka,India,6 wickets,Colombo (RPS),"Jul 31, 2012",India
ODI # 3295,Sri Lanka,India,20 runs,Pallekele,"Aug 4, 2012",India
ODI # 3296,England,South Africa,,Cardiff,"Aug 24, 2012",no result
ODI # 3297,Afghanistan,Australia,66 runs,Sharjah,"Aug 25, 2012",Australia
ODI # 3298,England,South Africa,80 runs,Southampton,"Aug 28, 2012",South Africa
ODI # 3299,Australia,Pakistan,4 wickets,Sharjah,"Aug 28, 2012",Australia
ODI # 3300,England,South Africa,4 wickets,The Oval,"Aug 31, 2012",England
ODI # 3301,Australia,Pakistan,7 wickets,Abu Dhabi,"Aug 31, 2012",Pakistan
ODI # 3302,England,South Africa,6 wickets,Lord's,"Sep 2, 2012",England
ODI # 3303,Australia,Pakistan,3 wickets,Sharjah,"Sep 3, 2012",Australia
ODI # 3304,England,South Africa,7 wickets,Nottingham,"Sep 5, 2012",South Africa
ODI # 3305,Sri Lanka,New Zealand,14 runs,Pallekele,"Nov 4, 2012",Sri Lanka
ODI # 3306,Sri Lanka,New Zealand,7 wickets,Pallekele,"Nov 6, 2012",Sri Lanka
ODI # 3307,Sri Lanka,New Zealand,7 wickets,Hambantota,"Nov 10, 2012",Sri Lanka
ODI # 3308,Sri Lanka,New Zealand,,Hambantota,"Nov 12, 2012",no result
ODI # 3309,Bangladesh,West Indies,7 wickets,Khulna,"Nov 30, 2012",Bangladesh
ODI # 3310,Bangladesh,West Indies,160 runs,Khulna,"Dec 2, 2012",Bangladesh
ODI # 3311,Bangladesh,West Indies,4 wickets,Dhaka,"Dec 5, 2012",West Indies
ODI # 3312,Bangladesh,West Indies,75 runs,Dhaka,"Dec 7, 2012",West Indies
ODI # 3313,Bangladesh,West Indies,2 wickets,Dhaka,"Dec 8, 2012",Bangladesh
ODI # 3314,India,Pakistan,6 wickets,Chennai,"Dec 30, 2012",Pakistan
ODI # 3315,India,Pakistan,85 runs,Kolkata,"Jan 3, 2013",Pakistan
ODI # 3316,India,Pakistan,10 runs,Delhi,"Jan 6, 2013",India
ODI # 3317,Australia,Sri Lanka,107 runs,Melbourne,"Jan 11, 2013",Australia
ODI # 3318,India,England,9 runs,Rajkot,"Jan 11, 2013",England
ODI # 3319,Australia,Sri Lanka,8 wickets,Adelaide,"Jan 13, 2013",Sri Lanka
ODI # 3320,India,England,127 runs,Kochi,"Jan 15, 2013",India
ODI # 3321,Australia,Sri Lanka,4 wickets,Brisbane,"Jan 18, 2013",Sri Lanka
ODI # 3322,India,England,7 wickets,Ranchi,"Jan 19, 2013",India
ODI # 3323,South Africa,New Zealand,1 wicket,Paarl,"Jan 19, 2013",New Zealand
ODI # 3324,Australia,Sri Lanka,,Sydney,"Jan 20, 2013",no result
ODI # 3325,South Africa,New Zealand,27 runs,Kimberley,"Jan 22, 2013",New Zealand
ODI # 3326,Australia,Sri Lanka,32 runs,Hobart,"Jan 23, 2013",Australia
ODI # 3327,India,England,5 wickets,Mohali,"Jan 23, 2013",India
ODI # 3328,South Africa,New Zealand,1 wicket,Potchefstroom,"Jan 25, 2013",South Africa
ODI # 3329,India,England,7 wickets,Dharamsala,"Jan 27, 2013",England
ODI # 3330,Australia,West Indies,9 wickets,Perth,"Feb 1, 2013",Australia
ODI # 3331,Australia,West Indies,54 runs,Perth,"Feb 3, 2013",Australia
ODI # 3332,Australia,West Indies,39 runs,Canberra,"Feb 6, 2013",Australia
ODI # 3333,Australia,West Indies,5 wickets,Sydney,"Feb 8, 2013",Australia
ODI # 3334,Australia,West Indies,17 runs,Melbourne,"Feb 10, 2013",Australia
ODI # 3335,New Zealand,England,3 wickets,Hamilton,"Feb 17, 2013",New Zealand
ODI # 3336,New Zealand,England,8 wickets,Napier,"Feb 20, 2013",England
ODI # 3337,West Indies,Zimbabwe,156 runs,St George's,"Feb 22, 2013",West Indies
ODI # 3338,New Zealand,England,5 wickets,Auckland,"Feb 23, 2013",England
ODI # 3339,West Indies,Zimbabwe,7 wickets,St George's,"Feb 24, 2013",West Indies
ODI # 3340,West Indies,Zimbabwe,5 wickets,St George's,"Feb 26, 2013",West Indies
ODI # 3341,Afghanistan,Scotland,7 wickets,Sharjah,"Mar 6, 2013",Afghanistan
ODI # 3342,Afghanistan,Scotland,5 wickets,Sharjah,"Mar 8, 2013",Afghanistan
ODI # 3343,South Africa,Pakistan,125 runs,Bloemfontein,"Mar 10, 2013",South Africa
ODI # 3344,Canada,Kenya,6 wickets,ICCA Dubai,"Mar 11, 2013",Kenya
ODI # 3345,Canada,Kenya,6 wickets,ICCA Dubai,"Mar 13, 2013",Kenya
ODI # 3346,South Africa,Pakistan,6 wickets,Centurion,"Mar 15, 2013",Pakistan
ODI # 3347,South Africa,Pakistan,34 runs,Johannesburg,"Mar 17, 2013",South Africa
ODI # 3348,South Africa,Pakistan,3 wickets,Durban,"Mar 21, 2013",Pakistan
ODI # 3349,Sri Lanka,Bangladesh,8 wickets,Hambantota,"Mar 23, 2013",Sri Lanka
ODI # 3350,South Africa,Pakistan,6 wickets,Benoni,"Mar 24, 2013",South Africa
ODI # 3351,Sri Lanka,Bangladesh,,Hambantota,"Mar 25, 2013",no result
ODI # 3352,Sri Lanka,Bangladesh,3 wickets,Pallekele,"Mar 28, 2013",Bangladesh
ODI # 3353,Zimbabwe,Bangladesh,121 runs,Bulawayo,"May 3, 2013",Bangladesh
ODI # 3354,Zimbabwe,Bangladesh,6 wickets,Bulawayo,"May 5, 2013",Zimbabwe
ODI # 3355,Zimbabwe,Bangladesh,7 wickets,Bulawayo,"May 8, 2013",Zimbabwe
ODI # 3356,Scotland,Pakistan,96 runs,Edinburgh,"May 17, 2013",Pakistan
ODI # 3357,Ireland,Pakistan,,Dublin,"May 23, 2013",tied
ODI # 3358,Ireland,Pakistan,2 wickets,Dublin,"May 26, 2013",Pakistan
