Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 1296,New Zealand,Zimbabwe,New Zealand,2 runs,Auckland,"Mar 8, 1998"
ODI # 1297,Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,"Mar 28, 1998"
ODI # 1298,Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,"Mar 29, 1998"
ODI # 1299,West Indies,England,England,16 runs,Bridgetown,"Mar 29, 1998"
ODI # 1300,India,Australia,India,41 runs,Kochi,"Apr 1, 1998"
ODI # 1301,West Indies,England,West Indies,1 wicket,Bridgetown,"Apr 1, 1998"
ODI # 1302,Australia,Zimbabwe,Australia,13 runs,Ahmedabad,"Apr 3, 1998"
ODI # 1303,South Africa,Pakistan,South Africa,52 runs,Durban,"Apr 3, 1998"
ODI # 1304,West Indies,England,West Indies,5 wickets,Kingstown,"Apr 4, 1998"
ODI # 1305,India,Zimbabwe,India,13 runs,Vadodara,"Apr 5, 1998"
ODI # 1306,South Africa,Sri Lanka,South Africa,57 runs,Johannesburg,"Apr 5, 1998"
ODI # 1307,West Indies,England,West Indies,4 wickets,Kingstown,"Apr 5, 1998"
ODI # 1308,India,Australia,India,6 wickets,Kanpur,"Apr 7, 1998"
ODI # 1309,Pakistan,Sri Lanka,Pakistan,4 wickets,Kimberley,"Apr 7, 1998"
ODI # 1310,West Indies,England,West Indies,57 runs,Port of Spain,"Apr 8, 1998"
ODI # 1311,India,Zimbabwe,India,32 runs,Cuttack,"Apr 9, 1998"
ODI # 1312,Pakistan,Sri Lanka,Pakistan,110 runs,Paarl,"Apr 9, 1998"
ODI # 1313,Australia,Zimbabwe,Australia,16 runs,Delhi,"Apr 11, 1998"
ODI # 1314,South Africa,Pakistan,South Africa,3 wickets,East London,"Apr 11, 1998"
ODI # 1315,South Africa,Sri Lanka,Sri Lanka,6 wickets,Port Elizabeth,"Apr 13, 1998"
ODI # 1316,India,Australia,Australia,4 wickets,Delhi,"Apr 14, 1998"
ODI # 1317,Pakistan,Sri Lanka,Sri Lanka,115 runs,Benoni,"Apr 15, 1998"
ODI # 1318,South Africa,Pakistan,South Africa,7 wickets,Centurion,"Apr 17, 1998"
ODI # 1319,India,New Zealand,India,15 runs,Sharjah,"Apr 17, 1998"
ODI # 1320,Australia,New Zealand,Australia,6 wickets,Sharjah,"Apr 18, 1998"
ODI # 1321,South Africa,Sri Lanka,South Africa,5 wickets,Bloemfontein,"Apr 19, 1998"
ODI # 1322,Australia,India,Australia,58 runs,Sharjah,"Apr 19, 1998"
ODI # 1323,India,New Zealand,New Zealand,4 wickets,Sharjah,"Apr 20, 1998"
ODI # 1324,Australia,New Zealand,Australia,5 wickets,Sharjah,"Apr 21, 1998"
ODI # 1325,Australia,India,Australia,26 runs,Sharjah,"Apr 22, 1998"
ODI # 1326,South Africa,Pakistan,South Africa,9 wickets,Cape Town,"Apr 23, 1998"
ODI # 1327,Australia,India,India,6 wickets,Sharjah,"Apr 24, 1998"
ODI # 1328,India,Bangladesh,India,5 wickets,Mohali,"May 14, 1998"
ODI # 1329,Bangladesh,Kenya,Bangladesh,6 wickets,Hyderabad (Deccan),"May 17, 1998"
ODI # 1330,India,Kenya,India,4 wickets,Bengaluru,"May 20, 1998"
ODI # 1331,England,South Africa,South Africa,3 wickets,The Oval,"May 21, 1998"
ODI # 1333,Bangladesh,Kenya,Kenya,28 runs,Chennai,"May 23, 1998"
ODI # 1332,England,South Africa,South Africa,32 runs,Manchester,"May 23, 1998"
ODI # 1334,England,South Africa,England,7 wickets,Leeds,"May 24, 1998"
ODI # 1335,India,Bangladesh,India,5 wickets,Mumbai,"May 25, 1998"
ODI # 1336,India,Kenya,Kenya,69 runs,Gwalior,"May 28, 1998"
ODI # 1337,India,Kenya,India,9 wickets,Kolkata,"May 31, 1998"
ODI # 1338,Sri Lanka,India,India,8 wickets,Colombo (RPS),"Jun 19, 1998"
ODI # 1339,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Colombo (RPS),"Jun 21, 1998"
ODI # 1340,India,New Zealand,no result,,Colombo (RPS),"Jun 23, 1998"
ODI # 1341,Sri Lanka,India,Sri Lanka,8 runs,Colombo (SSC),"Jul 1, 1998"
ODI # 1342,India,New Zealand,no result,,Colombo (SSC),"Jul 3, 1998"
ODI # 1343,Sri Lanka,New Zealand,Sri Lanka,87 runs,Colombo (SSC),"Jul 5, 1998"
ODI # 1344,Sri Lanka,India,India,6 runs,Colombo (RPS),"Jul 7, 1998"
ODI # 1345,South Africa,Sri Lanka,Sri Lanka,57 runs,Nottingham,"Aug 14, 1998"
ODI # 1346,England,Sri Lanka,England,36 runs,Lord's,"Aug 16, 1998"
ODI # 1347,England,South Africa,South Africa,14 runs,Birmingham,"Aug 18, 1998"
ODI # 1348,England,Sri Lanka,Sri Lanka,5 wickets,Lord's,"Aug 20, 1998"
ODI # 1349,India,Pakistan,India,6 wickets,Toronto,"Sep 12, 1998"
ODI # 1350,India,Pakistan,Pakistan,51 runs,Toronto,"Sep 13, 1998"
ODI # 1351,India,Pakistan,Pakistan,77 runs,Toronto,"Sep 16, 1998"
ODI # 1352,India,Pakistan,Pakistan,134 runs,Toronto,"Sep 19, 1998"
ODI # 1353,India,Pakistan,Pakistan,5 wickets,Toronto,"Sep 20, 1998"
ODI # 1354,Zimbabwe,India,India,8 wickets,Bulawayo,"Sep 26, 1998"
ODI # 1355,Zimbabwe,India,India,8 wickets,Bulawayo,"Sep 27, 1998"
ODI # 1356,Zimbabwe,India,Zimbabwe,37 runs,Harare,"Sep 30, 1998"
ODI # 1357,New Zealand,Zimbabwe,New Zealand,5 wickets,Dhaka,"Oct 24, 1998"
ODI # 1358,England,South Africa,South Africa,6 wickets,Dhaka,"Oct 25, 1998"
ODI # 1359,New Zealand,Sri Lanka,Sri Lanka,5 wickets,Dhaka,"Oct 26, 1998"
ODI # 1360,Australia,India,India,44 runs,Dhaka,"Oct 28, 1998"
ODI # 1361,Pakistan,West Indies,West Indies,30 runs,Dhaka,"Oct 29, 1998"
ODI # 1362,South Africa,Sri Lanka,South Africa,92 runs,Dhaka,"Oct 30, 1998"
ODI # 1363,India,West Indies,West Indies,6 wickets,Dhaka,"Oct 31, 1998"
ODI # 1364,South Africa,West Indies,South Africa,4 wickets,Dhaka,"Nov 1, 1998"
ODI # 1365,Pakistan,Australia,Australia,86 runs,Karachi,"Nov 6, 1998"
ODI # 1366,India,Sri Lanka,India,3 wickets,Sharjah,"Nov 6, 1998"
ODI # 1367,Sri Lanka,Zimbabwe,Zimbabwe,7 wickets,Sharjah,"Nov 7, 1998"
ODI # 1368,Pakistan,Australia,Australia,5 wickets,Peshawar,"Nov 8, 1998"
ODI # 1369,India,Zimbabwe,India,7 wickets,Sharjah,"Nov 8, 1998"
ODI # 1370,India,Sri Lanka,India,81 runs,Sharjah,"Nov 9, 1998"
ODI # 1371,Pakistan,Australia,Australia,6 wickets,Lahore,"Nov 10, 1998"
ODI # 1372,Sri Lanka,Zimbabwe,Zimbabwe,24 runs,Sharjah,"Nov 10, 1998"
ODI # 1373,India,Zimbabwe,Zimbabwe,13 runs,Sharjah,"Nov 11, 1998"
ODI # 1374,India,Zimbabwe,India,10 wickets,Sharjah,"Nov 13, 1998"
ODI # 1375,Pakistan,Zimbabwe,Pakistan,4 wickets,Gujranwala,"Nov 20, 1998"
ODI # 1376,Pakistan,Zimbabwe,Zimbabwe,6 wickets,Sheikhupura,"Nov 22, 1998"
ODI # 1377,Pakistan,Zimbabwe,Pakistan,111 runs,Rawalpindi,"Nov 24, 1998"
ODI # 1378,New Zealand,India,New Zealand,5 wickets,Taupo,"Jan 9, 1999"
ODI # 1379,Australia,England,England,7 runs,Brisbane,"Jan 10, 1999"
ODI # 1380,England,Sri Lanka,England,4 wickets,Brisbane,"Jan 11, 1999"
ODI # 1381,New Zealand,India,India,2 wickets,Napier,"Jan 12, 1999"
ODI # 1382,Australia,Sri Lanka,Australia,8 wickets,Sydney,"Jan 13, 1999"
ODI # 1383,New Zealand,India,no result,,Wellington,"Jan 14, 1999"
ODI # 1384,Australia,England,Australia,9 wickets,Melbourne,"Jan 15, 1999"
ODI # 1385,New Zealand,India,India,5 wickets,Auckland,"Jan 16, 1999"
ODI # 1386,Australia,England,England,7 runs,Sydney,"Jan 17, 1999"
ODI # 1387,New Zealand,India,New Zealand,70 runs,Christchurch,"Jan 19, 1999"
ODI # 1388,England,Sri Lanka,England,7 wickets,Melbourne,"Jan 19, 1999"
ODI # 1389,Australia,Sri Lanka,Sri Lanka,3 wickets,Hobart,"Jan 21, 1999"
ODI # 1390,South Africa,West Indies,South Africa,2 wickets,Johannesburg,"Jan 22, 1999"
ODI # 1391,England,Sri Lanka,Sri Lanka,1 wicket,Adelaide,"Jan 23, 1999"
ODI # 1392,Australia,Sri Lanka,Australia,80 runs,Adelaide,"Jan 24, 1999"
ODI # 1393,South Africa,West Indies,West Indies,43 runs,East London,"Jan 24, 1999"
ODI # 1394,Australia,England,Australia,16 runs,Adelaide,"Jan 26, 1999"
ODI # 1395,South Africa,West Indies,South Africa,55 runs,Durban,"Jan 27, 1999"
ODI # 1396,England,Sri Lanka,England,128 runs,Perth,"Jan 29, 1999"
ODI # 1397,South Africa,West Indies,South Africa,99 runs,Port Elizabeth,"Jan 30, 1999"
ODI # 1398,Australia,Sri Lanka,Australia,45 runs,Perth,"Jan 31, 1999"
ODI # 1399,South Africa,West Indies,South Africa,89 runs,Cape Town,"Feb 2, 1999"
ODI # 1400,England,Sri Lanka,Sri Lanka,11 runs,Sydney,"Feb 3, 1999"
ODI # 1401,Australia,England,Australia,4 wickets,Sydney,"Feb 5, 1999"
ODI # 1402,South Africa,West Indies,South Africa,114 runs,Bloemfontein,"Feb 5, 1999"
ODI # 1403,Australia,Sri Lanka,Australia,43 runs,Melbourne,"Feb 7, 1999"
ODI # 1404,South Africa,West Indies,South Africa,50 runs,Centurion,"Feb 7, 1999"
ODI # 1405,Australia,England,Australia,10 runs,Sydney,"Feb 10, 1999"
ODI # 1406,Australia,England,Australia,162 runs,Melbourne,"Feb 13, 1999"
ODI # 1407,New Zealand,South Africa,New Zealand,3 wickets,Dunedin,"Feb 14, 1999"
ODI # 1408,New Zealand,South Africa,South Africa,7 wickets,Christchurch,"Feb 17, 1999"
ODI # 1409,New Zealand,South Africa,New Zealand,7 wickets,Auckland,"Feb 20, 1999"
ODI # 1410,Bangladesh,Pakistan,Pakistan,152 runs,Dhaka,"Mar 16, 1999"
ODI # 1411,Pakistan,Sri Lanka,Pakistan,9 runs,Jamshedpur,"Mar 19, 1999"
ODI # 1412,Kenya,Zimbabwe,Zimbabwe,133 runs,Dhaka,"Mar 19, 1999"
ODI # 1413,Bangladesh,Kenya,Kenya,8 wickets,Dhaka,"Mar 20, 1999"
ODI # 1414,Bangladesh,Zimbabwe,Zimbabwe,126 runs,Dhaka,"Mar 21, 1999"
ODI # 1415,India,Sri Lanka,India,80 runs,Nagpur,"Mar 22, 1999"
ODI # 1416,Kenya,Zimbabwe,Zimbabwe,64 runs,Dhaka,"Mar 23, 1999"
ODI # 1417,India,Pakistan,Pakistan,143 runs,Jaipur,"Mar 24, 1999"
ODI # 1418,Bangladesh,Kenya,Kenya,73 runs,Dhaka,"Mar 24, 1999"
ODI # 1419,New Zealand,South Africa,no result,,Napier,"Mar 25, 1999"
ODI # 1420,Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Dhaka,"Mar 25, 1999"
ODI # 1421,New Zealand,South Africa,South Africa,2 wickets,Napier,"Mar 26, 1999"
ODI # 1422,New Zealand,South Africa,South Africa,143 runs,Auckland,"Mar 27, 1999"
ODI # 1423,Pakistan,Sri Lanka,Sri Lanka,12 runs,Visakhapatnam,"Mar 27, 1999"
ODI # 1424,Kenya,Zimbabwe,Zimbabwe,202 runs,Dhaka,"Mar 27, 1999"
ODI # 1425,New Zealand,South Africa,no result,,Wellington,"Mar 30, 1999"
ODI # 1426,India,Sri Lanka,India,51 runs,Pune,"Mar 30, 1999"
ODI # 1427,India,Pakistan,Pakistan,7 wickets,Mohali,"Apr 1, 1999"
ODI # 1428,India,Pakistan,Pakistan,123 runs,Bengaluru,"Apr 4, 1999"
ODI # 1429,England,Pakistan,Pakistan,90 runs,Sharjah,"Apr 7, 1999"
ODI # 1430,India,Pakistan,Pakistan,116 runs,Sharjah,"Apr 8, 1999"
ODI # 1431,England,India,India,20 runs,Sharjah,"Apr 9, 1999"
ODI # 1432,England,India,India,9 runs,Sharjah,"Apr 11, 1999"
ODI # 1433,West Indies,Australia,West Indies,44 runs,Kingstown,"Apr 11, 1999"
ODI # 1434,England,Pakistan,England,62 runs,Sharjah,"Apr 12, 1999"
ODI # 1435,India,Pakistan,India,6 wickets,Sharjah,"Apr 13, 1999"
ODI # 1436,West Indies,Australia,Australia,46 runs,St George's,"Apr 14, 1999"
ODI # 1437,India,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 16, 1999"
ODI # 1438,West Indies,Australia,West Indies,5 wickets,Port of Spain,"Apr 17, 1999"
ODI # 1439,West Indies,Australia,Australia,20 runs,Port of Spain,"Apr 18, 1999"
ODI # 1440,West Indies,Australia,tied,,Georgetown,"Apr 21, 1999"
ODI # 1441,West Indies,Australia,Australia,4 wickets,Bridgetown,"Apr 24, 1999"
ODI # 1442,West Indies,Australia,West Indies,8 wickets,Bridgetown,"Apr 25, 1999"
ODI # 1443,England,Sri Lanka,England,8 wickets,Lord's,"May 14, 1999"
ODI # 1444,India,South Africa,South Africa,4 wickets,Hove,"May 15, 1999"
ODI # 1445,Kenya,Zimbabwe,Zimbabwe,5 wickets,Taunton,"May 15, 1999"
ODI # 1446,Australia,Scotland,Australia,6 wickets,Worcester,"May 16, 1999"
ODI # 1447,Pakistan,West Indies,Pakistan,27 runs,Bristol,"May 16, 1999"
ODI # 1448,Bangladesh,New Zealand,New Zealand,6 wickets,Chelmsford,"May 17, 1999"
ODI # 1449,England,Kenya,England,9 wickets,Canterbury,"May 18, 1999"
ODI # 1450,India,Zimbabwe,Zimbabwe,3 runs,Leicester,"May 19, 1999"
ODI # 1451,South Africa,Sri Lanka,South Africa,89 runs,Northampton,"May 19, 1999"
ODI # 1452,Australia,New Zealand,New Zealand,5 wickets,Cardiff,"May 20, 1999"
ODI # 1453,Pakistan,Scotland,Pakistan,94 runs,Chester-le-Street,"May 20, 1999"
ODI # 1454,Bangladesh,West Indies,West Indies,7 wickets,Dublin,"May 21, 1999"
ODI # 1455,England,South Africa,South Africa,122 runs,The Oval,"May 22, 1999"
ODI # 1456,Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Worcester,"May 22, 1999"
ODI # 1457,India,Kenya,India,94 runs,Bristol,"May 23, 1999"
ODI # 1458,Australia,Pakistan,Pakistan,10 runs,Leeds,"May 23, 1999"
ODI # 1459,Scotland,Bangladesh,Bangladesh,22 runs,Edinburgh,"May 24, 1999"
ODI # 1460,New Zealand,West Indies,West Indies,7 wickets,Southampton,"May 24, 1999"
ODI # 1461,England,Zimbabwe,England,7 wickets,Nottingham,"May 25, 1999"
ODI # 1462,Kenya,South Africa,South Africa,7 wickets,Amstelveen,"May 26, 1999"
ODI # 1463,India,Sri Lanka,India,157 runs,Taunton,"May 26, 1999"
ODI # 1464,Australia,Bangladesh,Australia,7 wickets,Chester-le-Street,"May 27, 1999"
ODI # 1465,Scotland,West Indies,West Indies,8 wickets,Leicester,"May 27, 1999"
ODI # 1466,New Zealand,Pakistan,Pakistan,62 runs,Derby,"May 28, 1999"
ODI # 1467,England,India,India,63 runs,Birmingham,"May 29-30, 1999"
ODI # 1468,South Africa,Zimbabwe,Zimbabwe,48 runs,Chelmsford,"May 29, 1999"
ODI # 1469,Kenya,Sri Lanka,Sri Lanka,45 runs,Southampton,"May 30, 1999"
ODI # 1470,Australia,West Indies,Australia,6 wickets,Manchester,"May 30, 1999"
ODI # 1471,Bangladesh,Pakistan,Bangladesh,62 runs,Northampton,"May 31, 1999"
ODI # 1472,Scotland,New Zealand,New Zealand,6 wickets,Edinburgh,"May 31, 1999"
ODI # 1473,Australia,India,Australia,77 runs,The Oval,"Jun 4, 1999"
ODI # 1474,Pakistan,South Africa,South Africa,3 wickets,Nottingham,"Jun 5, 1999"
ODI # 1475,New Zealand,Zimbabwe,no result,,Leeds,"Jun 6-7, 1999"
ODI # 1476,India,Pakistan,India,47 runs,Manchester,"Jun 8, 1999"
ODI # 1477,Australia,Zimbabwe,Australia,44 runs,Lord's,"Jun 9, 1999"
ODI # 1478,New Zealand,South Africa,South Africa,74 runs,Birmingham,"Jun 10, 1999"
ODI # 1479,Pakistan,Zimbabwe,Pakistan,148 runs,The Oval,"Jun 11, 1999"
ODI # 1480,India,New Zealand,New Zealand,5 wickets,Nottingham,"Jun 12, 1999"
ODI # 1481,Australia,South Africa,Australia,5 wickets,Leeds,"Jun 13, 1999"
ODI # 1482,New Zealand,Pakistan,Pakistan,9 wickets,Manchester,"Jun 16, 1999"
ODI # 1483,Australia,South Africa,tied,,Birmingham,"Jun 17, 1999"
ODI # 1484,Australia,Pakistan,Australia,8 wickets,Lord's,"Jun 20, 1999"
ODI # 1485,Sri Lanka,Australia,Australia,50 runs,Galle,"Aug 22, 1999"
ODI # 1486,Australia,India,Australia,8 wickets,Galle,"Aug 23, 1999"
ODI # 1487,Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 25, 1999"
ODI # 1488,Sri Lanka,Australia,Australia,27 runs,Colombo (RPS),"Aug 26, 1999"
ODI # 1489,Australia,India,Australia,41 runs,Colombo (SSC),"Aug 28, 1999"
ODI # 1490,Sri Lanka,India,India,23 runs,Colombo (SSC),"Aug 29, 1999"
ODI # 1491,Sri Lanka,Australia,Sri Lanka,8 wickets,Colombo (RPS),"Aug 31, 1999"
ODI # 1492,West Indies,Zimbabwe,West Indies,6 wickets,Singapore,"Sep 2, 1999"
ODI # 1493,India,Zimbabwe,India,115 runs,Singapore,"Sep 4, 1999"
ODI # 1494,India,West Indies,West Indies,42 runs,Singapore,"Sep 5, 1999"
ODI # 1495,India,West Indies,no result,,Singapore,"Sep 7, 1999"
ODI # 1496,India,West Indies,West Indies,4 wickets,Singapore,"Sep 8, 1999"
ODI # 1497,India,West Indies,India,8 wickets,Toronto,"Sep 11, 1999"
ODI # 1498,India,West Indies,West Indies,70 runs,Toronto,"Sep 12, 1999"
ODI # 1499,India,West Indies,India,88 runs,Toronto,"Sep 14, 1999"
ODI # 1500,Pakistan,West Indies,Pakistan,15 runs,Toronto,"Sep 16, 1999"
ODI # 1501,Pakistan,West Indies,Pakistan,42 runs,Toronto,"Sep 18, 1999"
ODI # 1502,Pakistan,West Indies,Pakistan,7 wickets,Toronto,"Sep 19, 1999"
ODI # 1503,Kenya,Zimbabwe,Zimbabwe,3 wickets,Nairobi (Gym),"Sep 25, 1999"
ODI # 1504,India,South Africa,India,8 wickets,Nairobi (Gym),"Sep 26, 1999"
ODI # 1505,South Africa,Zimbabwe,South Africa,9 wickets,Nairobi (Gym),"Sep 28, 1999"
ODI # 1506,Kenya,India,India,58 runs,Nairobi (Gym),"Sep 29, 1999"
ODI # 1507,Kenya,South Africa,South Africa,24 runs,Nairobi (Gym),"Sep 30, 1999"
ODI # 1508,India,Zimbabwe,India,107 runs,Nairobi (Gym),"Oct 1, 1999"
ODI # 1509,India,South Africa,South Africa,26 runs,Nairobi (Gym),"Oct 3, 1999"
ODI # 1510,Bangladesh,West Indies,West Indies,73 runs,Dhaka,"Oct 8, 1999"
ODI # 1511,Bangladesh,West Indies,West Indies,109 runs,Dhaka,"Oct 9, 1999"
ODI # 1512,Sri Lanka,West Indies,West Indies,3 wickets,Sharjah,"Oct 13, 1999"
ODI # 1513,Pakistan,West Indies,Pakistan,130 runs,Sharjah,"Oct 14, 1999"
ODI # 1514,Pakistan,Sri Lanka,tied,,Sharjah,"Oct 15, 1999"
ODI # 1515,Sri Lanka,West Indies,Sri Lanka,9 wickets,Sharjah,"Oct 17, 1999"
ODI # 1516,Pakistan,Sri Lanka,Pakistan,118 runs,Sharjah,"Oct 18, 1999"
ODI # 1517,Pakistan,West Indies,Pakistan,138 runs,Sharjah,"Oct 19, 1999"
ODI # 1518,Zimbabwe,Australia,Australia,83 runs,Bulawayo,"Oct 21, 1999"
ODI # 1519,Pakistan,Sri Lanka,Pakistan,88 runs,Sharjah,"Oct 22, 1999"
ODI # 1520,Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 23, 1999"
ODI # 1521,Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 24, 1999"
ODI # 1522,India,New Zealand,New Zealand,43 runs,Rajkot,"Nov 5, 1999"
ODI # 1523,India,New Zealand,India,174 runs,Hyderabad (Deccan),"Nov 8, 1999"
ODI # 1524,India,New Zealand,India,14 runs,Gwalior,"Nov 11, 1999"
ODI # 1525,India,New Zealand,New Zealand,48 runs,Guwahati,"Nov 14, 1999"
ODI # 1526,India,New Zealand,India,7 wickets,Delhi,"Nov 17, 1999"
ODI # 1527,Zimbabwe,Sri Lanka,no result,,Bulawayo,"Dec 11, 1999"
ODI # 1528,Zimbabwe,Sri Lanka,Sri Lanka,13 runs,Bulawayo,"Dec 12, 1999"
ODI # 1529,Zimbabwe,Sri Lanka,Sri Lanka,98 runs,Harare,"Dec 15, 1999"
ODI # 1530,Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Harare,"Dec 18, 1999"
ODI # 1531,Zimbabwe,Sri Lanka,Zimbabwe,6 wickets,Harare,"Dec 19, 1999"
ODI # 1532,New Zealand,West Indies,New Zealand,3 wickets,Auckland,"Jan 2, 2000"
ODI # 1533,New Zealand,West Indies,New Zealand,7 wickets,Taupo,"Jan 4, 2000"
ODI # 1534,New Zealand,West Indies,New Zealand,4 wickets,Napier,"Jan 6, 2000"
ODI # 1535,New Zealand,West Indies,New Zealand,8 wickets,Wellington,"Jan 8-9, 2000"
ODI # 1536,Australia,Pakistan,Pakistan,45 runs,Brisbane,"Jan 9, 2000"
ODI # 1537,India,Pakistan,Pakistan,2 wickets,Brisbane,"Jan 10, 2000"
ODI # 1538,New Zealand,West Indies,New Zealand,20 runs,Christchurch,"Jan 11, 2000"
ODI # 1539,Australia,India,Australia,28 runs,Melbourne,"Jan 12, 2000"
ODI # 1540,Australia,India,Australia,5 wickets,Sydney,"Jan 14, 2000"
ODI # 1541,Australia,Pakistan,Australia,6 wickets,Melbourne,"Jan 16, 2000"
ODI # 1542,Australia,Pakistan,Australia,81 runs,Sydney,"Jan 19, 2000"
ODI # 1543,India,Pakistan,Pakistan,32 runs,Hobart,"Jan 21, 2000"
ODI # 1544,South Africa,Zimbabwe,South Africa,6 wickets,Johannesburg,"Jan 21, 2000"
ODI # 1545,Australia,Pakistan,Australia,15 runs,Melbourne,"Jan 23, 2000"
ODI # 1546,South Africa,England,England,9 wickets,Bloemfontein,"Jan 23, 2000"
ODI # 1547,India,Pakistan,India,48 runs,Adelaide,"Jan 25, 2000"
ODI # 1548,Australia,India,Australia,152 runs,Adelaide,"Jan 26, 2000"
ODI # 1549,South Africa,England,South Africa,1 run,Cape Town,"Jan 26, 2000"
ODI # 1550,India,Pakistan,Pakistan,104 runs,Perth,"Jan 28, 2000"
ODI # 1551,England,Zimbabwe,Zimbabwe,104 runs,Cape Town,"Jan 28, 2000"
ODI # 1552,Australia,India,Australia,4 wickets,Perth,"Jan 30, 2000"
ODI # 1553,England,Zimbabwe,England,8 wickets,Kimberley,"Jan 30, 2000"
ODI # 1554,Australia,Pakistan,Australia,6 wickets,Melbourne,"Feb 2, 2000"
ODI # 1555,South Africa,Zimbabwe,Zimbabwe,2 wickets,Durban,"Feb 2, 2000"
ODI # 1556,Australia,Pakistan,Australia,152 runs,Sydney,"Feb 4, 2000"
ODI # 1557,South Africa,England,South Africa,2 wickets,East London,"Feb 4, 2000"
ODI # 1558,South Africa,Zimbabwe,South Africa,53 runs,Port Elizabeth,"Feb 6, 2000"
ODI # 1559,Pakistan,Sri Lanka,Sri Lanka,29 runs,Karachi,"Feb 13, 2000"
ODI # 1560,South Africa,England,South Africa,38 runs,Johannesburg,"Feb 13, 2000"
ODI # 1561,Pakistan,Sri Lanka,Sri Lanka,34 runs,Gujranwala,"Feb 16, 2000"
ODI # 1562,Zimbabwe,England,England,5 wickets,Bulawayo,"Feb 16, 2000"
ODI # 1563,New Zealand,Australia,no result,,Wellington,"Feb 17, 2000"
ODI # 1564,Zimbabwe,England,England,1 wicket,Bulawayo,"Feb 18, 2000"
ODI # 1565,New Zealand,Australia,Australia,5 wickets,Auckland,"Feb 19, 2000"
ODI # 1566,Pakistan,Sri Lanka,Sri Lanka,104 runs,Lahore,"Feb 19, 2000"
ODI # 1567,Zimbabwe,England,England,85 runs,Harare,"Feb 20, 2000"
ODI # 1568,New Zealand,Australia,Australia,50 runs,Dunedin,"Feb 23, 2000"
ODI # 1569,New Zealand,Australia,Australia,48 runs,Christchurch,"Feb 26, 2000"
ODI # 1570,New Zealand,Australia,Australia,5 wickets,Napier,"Mar 1, 2000"
ODI # 1571,New Zealand,Australia,New Zealand,7 wickets,Auckland,"Mar 3, 2000"
ODI # 1572,India,South Africa,India,3 wickets,Kochi,"Mar 9, 2000"
ODI # 1573,India,South Africa,India,6 wickets,Jamshedpur,"Mar 12, 2000"
ODI # 1574,India,South Africa,South Africa,2 wickets,Faridabad,"Mar 15, 2000"
ODI # 1575,India,South Africa,India,4 wickets,Vadodara,"Mar 17, 2000"
ODI # 1576,India,South Africa,South Africa,10 runs,Nagpur,"Mar 19, 2000"
ODI # 1577,India,South Africa,South Africa,10 wickets,Sharjah,"Mar 22, 2000"
ODI # 1578,India,Pakistan,India,5 wickets,Sharjah,"Mar 23, 2000"
ODI # 1579,Pakistan,South Africa,South Africa,3 wickets,Sharjah,"Mar 24, 2000"
ODI # 1580,India,Pakistan,Pakistan,98 runs,Sharjah,"Mar 26, 2000"
ODI # 1581,India,South Africa,South Africa,6 wickets,Sharjah,"Mar 27, 2000"
ODI # 1582,Pakistan,South Africa,Pakistan,67 runs,Sharjah,"Mar 28, 2000"
ODI # 1583,Pakistan,South Africa,Pakistan,16 runs,Sharjah,"Mar 31, 2000"
ODI # 1584,West Indies,Zimbabwe,West Indies,87 runs,Kingston,"Apr 1, 2000"
ODI # 1585,West Indies,Zimbabwe,West Indies,41 runs,Kingston,"Apr 2, 2000"
ODI # 1586,Pakistan,Zimbabwe,Pakistan,5 wickets,St John's,"Apr 5, 2000"
ODI # 1587,South Africa,Australia,South Africa,6 wickets,Durban,"Apr 12, 2000"
ODI # 1588,West Indies,Pakistan,West Indies,96 runs,Kingstown,"Apr 12, 2000"
ODI # 1589,South Africa,Australia,Australia,5 wickets,Cape Town,"Apr 14, 2000"
ODI # 1590,Pakistan,Zimbabwe,Pakistan,6 wickets,St George's,"Apr 15, 2000"
ODI # 1591,South Africa,Australia,South Africa,4 wickets,Johannesburg,"Apr 16, 2000"
ODI # 1592,West Indies,Pakistan,West Indies,17 runs,St George's,"Apr 16, 2000"
ODI # 1593,West Indies,Pakistan,Pakistan,17 runs,Bridgetown,"Apr 19, 2000"
ODI # 1594,West Indies,Pakistan,West Indies,60 runs,Port of Spain,"Apr 22, 2000"
ODI # 1595,West Indies,Pakistan,Pakistan,4 wickets,Port of Spain,"Apr 23, 2000"
ODI # 1596,Bangladesh,Sri Lanka,Sri Lanka,9 wickets,Dhaka,"May 29, 2000"
ODI # 1597,Bangladesh,India,India,8 wickets,Dhaka,"May 30-31, 2000"
ODI # 1598,India,Sri Lanka,Sri Lanka,71 runs,Dhaka,"Jun 1, 2000"
ODI # 1599,Bangladesh,Pakistan,Pakistan,233 runs,Dhaka,"Jun 2, 2000"
