,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
1268,ODI # 1321,South Africa,Sri Lanka,5 wickets,Bloemfontein,"Apr 19, 1998",South Africa
1269,ODI # 1322,Australia,India,58 runs,Sharjah,"Apr 19, 1998",Australia
1270,ODI # 1323,India,New Zealand,4 wickets,Sharjah,"Apr 20, 1998",New Zealand
1271,ODI # 1324,Australia,New Zealand,5 wickets,Sharjah,"Apr 21, 1998",Australia
1272,ODI # 1325,Australia,India,26 runs,Sharjah,"Apr 22, 1998",Australia
1273,ODI # 1326,South Africa,Pakistan,9 wickets,Cape Town,"Apr 23, 1998",South Africa
1274,ODI # 1327,Australia,India,6 wickets,Sharjah,"Apr 24, 1998",India
1275,ODI # 1328,India,Bangladesh,5 wickets,Mohali,"May 14, 1998",India
1276,ODI # 1329,Bangladesh,Kenya,6 wickets,Hyderabad,"May 17, 1998",Bangladesh
1277,ODI # 1330,India,Kenya,4 wickets,Bengaluru,"May 20, 1998",India
1278,ODI # 1331,England,South Africa,3 wickets,The Oval,"May 21, 1998",South Africa
1279,ODI # 1333,Bangladesh,Kenya,28 runs,Chennai,"May 23, 1998",Kenya
1280,ODI # 1332,England,South Africa,32 runs,Manchester,"May 23, 1998",South Africa
1281,ODI # 1334,England,South Africa,7 wickets,Leeds,"May 24, 1998",England
1282,ODI # 1335,India,Bangladesh,5 wickets,Mumbai,"May 25, 1998",India
1283,ODI # 1336,India,Kenya,69 runs,Gwalior,"May 28, 1998",Kenya
1284,ODI # 1337,India,Kenya,9 wickets,Kolkata,"May 31, 1998",India
1285,ODI # 1338,Sri Lanka,India,8 wickets,Colombo,"Jun 19, 1998",India
1286,ODI # 1339,Sri Lanka,New Zealand,7 wickets,Colombo,"Jun 21, 1998",Sri Lanka
1287,ODI # 1341,Sri Lanka,India,8 runs,Colombo,"Jul 1, 1998",Sri Lanka
1288,ODI # 1343,Sri Lanka,New Zealand,87 runs,Colombo,"Jul 5, 1998",Sri Lanka
1289,ODI # 1344,Sri Lanka,India,6 runs,Colombo,"Jul 7, 1998",India
1290,ODI # 1345,South Africa,Sri Lanka,57 runs,Nottingham,"Aug 14, 1998",Sri Lanka
1291,ODI # 1346,England,Sri Lanka,36 runs,Lord's,"Aug 16, 1998",England
1292,ODI # 1347,England,South Africa,14 runs,Birmingham,"Aug 18, 1998",South Africa
1293,ODI # 1348,England,Sri Lanka,5 wickets,Lord's,"Aug 20, 1998",Sri Lanka
1294,ODI # 1349,India,Pakistan,6 wickets,Toronto,"Sep 12, 1998",India
1295,ODI # 1350,India,Pakistan,51 runs,Toronto,"Sep 13, 1998",Pakistan
1296,ODI # 1351,India,Pakistan,77 runs,Toronto,"Sep 16, 1998",Pakistan
1297,ODI # 1352,India,Pakistan,134 runs,Toronto,"Sep 19, 1998",Pakistan
1298,ODI # 1353,India,Pakistan,5 wickets,Toronto,"Sep 20, 1998",Pakistan
1299,ODI # 1354,Zimbabwe,India,8 wickets,Bulawayo,"Sep 26, 1998",India
1300,ODI # 1355,Zimbabwe,India,8 wickets,Bulawayo,"Sep 27, 1998",India
1301,ODI # 1356,Zimbabwe,India,37 runs,Harare,"Sep 30, 1998",Zimbabwe
1302,ODI # 1357,New Zealand,Zimbabwe,5 wickets,Dhaka,"Oct 24, 1998",New Zealand
1303,ODI # 1358,England,South Africa,6 wickets,Dhaka,"Oct 25, 1998",South Africa
1304,ODI # 1359,New Zealand,Sri Lanka,5 wickets,Dhaka,"Oct 26, 1998",Sri Lanka
1305,ODI # 1360,Australia,India,44 runs,Dhaka,"Oct 28, 1998",India
1306,ODI # 1361,Pakistan,West Indies,30 runs,Dhaka,"Oct 29, 1998",West Indies
1307,ODI # 1362,South Africa,Sri Lanka,92 runs,Dhaka,"Oct 30, 1998",South Africa
1308,ODI # 1363,India,West Indies,6 wickets,Dhaka,"Oct 31, 1998",West Indies
1309,ODI # 1364,South Africa,West Indies,4 wickets,Dhaka,"Nov 1, 1998",South Africa
1310,ODI # 1365,Pakistan,Australia,86 runs,Karachi,"Nov 6, 1998",Australia
1311,ODI # 1366,India,Sri Lanka,3 wickets,Sharjah,"Nov 6, 1998",India
1312,ODI # 1367,Sri Lanka,Zimbabwe,7 wickets,Sharjah,"Nov 7, 1998",Zimbabwe
1313,ODI # 1368,Pakistan,Australia,5 wickets,Peshawar,"Nov 8, 1998",Australia
1314,ODI # 1369,India,Zimbabwe,7 wickets,Sharjah,"Nov 8, 1998",India
1315,ODI # 1370,India,Sri Lanka,81 runs,Sharjah,"Nov 9, 1998",India
1316,ODI # 1371,Pakistan,Australia,6 wickets,Lahore,"Nov 10, 1998",Australia
1317,ODI # 1372,Sri Lanka,Zimbabwe,24 runs,Sharjah,"Nov 10, 1998",Zimbabwe
1318,ODI # 1373,India,Zimbabwe,13 runs,Sharjah,"Nov 11, 1998",Zimbabwe
1319,ODI # 1374,India,Zimbabwe,10 wickets,Sharjah,"Nov 13, 1998",India
1320,ODI # 1375,Pakistan,Zimbabwe,4 wickets,Gujranwala,"Nov 20, 1998",Pakistan
1321,ODI # 1376,Pakistan,Zimbabwe,6 wickets,Sheikhupura,"Nov 22, 1998",Zimbabwe
1322,ODI # 1377,Pakistan,Zimbabwe,111 runs,Rawalpindi,"Nov 24, 1998",Pakistan
1323,ODI # 1378,New Zealand,India,5 wickets,Taupo,"Jan 9, 1999",New Zealand
1324,ODI # 1379,Australia,England,7 runs,Brisbane,"Jan 10, 1999",England
1325,ODI # 1380,England,Sri Lanka,4 wickets,Brisbane,"Jan 11, 1999",England
1326,ODI # 1381,New Zealand,India,2 wickets,Napier,"Jan 12, 1999",India
1327,ODI # 1382,Australia,Sri Lanka,8 wickets,Sydney,"Jan 13, 1999",Australia
1328,ODI # 1384,Australia,England,9 wickets,Melbourne,"Jan 15, 1999",Australia
1329,ODI # 1385,New Zealand,India,5 wickets,Auckland,"Jan 16, 1999",India
1330,ODI # 1386,Australia,England,7 runs,Sydney,"Jan 17, 1999",England
1331,ODI # 1387,New Zealand,India,70 runs,Christchurch,"Jan 19, 1999",New Zealand
1332,ODI # 1388,England,Sri Lanka,7 wickets,Melbourne,"Jan 19, 1999",England
1333,ODI # 1389,Australia,Sri Lanka,3 wickets,Hobart,"Jan 21, 1999",Sri Lanka
1334,ODI # 1390,South Africa,West Indies,2 wickets,Johannesburg,"Jan 22, 1999",South Africa
1335,ODI # 1391,England,Sri Lanka,1 wicket,Adelaide,"Jan 23, 1999",Sri Lanka
1336,ODI # 1392,Australia,Sri Lanka,80 runs,Adelaide,"Jan 24, 1999",Australia
1337,ODI # 1393,South Africa,West Indies,43 runs,East London,"Jan 24, 1999",West Indies
1338,ODI # 1394,Australia,England,16 runs,Adelaide,"Jan 26, 1999",Australia
1339,ODI # 1395,South Africa,West Indies,55 runs,Durban,"Jan 27, 1999",South Africa
1340,ODI # 1396,England,Sri Lanka,128 runs,Perth,"Jan 29, 1999",England
1341,ODI # 1397,South Africa,West Indies,99 runs,Port Elizabeth,"Jan 30, 1999",South Africa
1342,ODI # 1398,Australia,Sri Lanka,45 runs,Perth,"Jan 31, 1999",Australia
1343,ODI # 1399,South Africa,West Indies,89 runs,Cape Town,"Feb 2, 1999",South Africa
1344,ODI # 1400,England,Sri Lanka,11 runs,Sydney,"Feb 3, 1999",Sri Lanka
1345,ODI # 1401,Australia,England,4 wickets,Sydney,"Feb 5, 1999",Australia
1346,ODI # 1402,South Africa,West Indies,114 runs,Bloemfontein,"Feb 5, 1999",South Africa
1347,ODI # 1403,Australia,Sri Lanka,43 runs,Melbourne,"Feb 7, 1999",Australia
1348,ODI # 1404,South Africa,West Indies,50 runs,Centurion,"Feb 7, 1999",South Africa
1349,ODI # 1405,Australia,England,10 runs,Sydney,"Feb 10, 1999",Australia
1350,ODI # 1406,Australia,England,162 runs,Melbourne,"Feb 13, 1999",Australia
1351,ODI # 1407,New Zealand,South Africa,3 wickets,Dunedin,"Feb 14, 1999",New Zealand
1352,ODI # 1408,New Zealand,South Africa,7 wickets,Christchurch,"Feb 17, 1999",South Africa
1353,ODI # 1409,New Zealand,South Africa,7 wickets,Auckland,"Feb 20, 1999",New Zealand
1354,ODI # 1410,Bangladesh,Pakistan,152 runs,Dhaka,"Mar 16, 1999",Pakistan
1355,ODI # 1411,Pakistan,Sri Lanka,9 runs,Jamshedpur,"Mar 19, 1999",Pakistan
1356,ODI # 1412,Kenya,Zimbabwe,133 runs,Dhaka,"Mar 19, 1999",Zimbabwe
1357,ODI # 1413,Bangladesh,Kenya,8 wickets,Dhaka,"Mar 20, 1999",Kenya
1358,ODI # 1414,Bangladesh,Zimbabwe,126 runs,Dhaka,"Mar 21, 1999",Zimbabwe
1359,ODI # 1415,India,Sri Lanka,80 runs,Nagpur,"Mar 22, 1999",India
1360,ODI # 1416,Kenya,Zimbabwe,64 runs,Dhaka,"Mar 23, 1999",Zimbabwe
1361,ODI # 1417,India,Pakistan,143 runs,Jaipur,"Mar 24, 1999",Pakistan
1362,ODI # 1418,Bangladesh,Kenya,73 runs,Dhaka,"Mar 24, 1999",Kenya
1363,ODI # 1420,Bangladesh,Zimbabwe,3 wickets,Dhaka,"Mar 25, 1999",Zimbabwe
1364,ODI # 1421,New Zealand,South Africa,2 wickets,Napier,"Mar 26, 1999",South Africa
1365,ODI # 1422,New Zealand,South Africa,143 runs,Auckland,"Mar 27, 1999",South Africa
1366,ODI # 1423,Pakistan,Sri Lanka,12 runs,Visakhapatnam,"Mar 27, 1999",Sri Lanka
1367,ODI # 1424,Kenya,Zimbabwe,202 runs,Dhaka,"Mar 27, 1999",Zimbabwe
1368,ODI # 1426,India,Sri Lanka,51 runs,Pune,"Mar 30, 1999",India
1369,ODI # 1427,India,Pakistan,7 wickets,Mohali,"Apr 1, 1999",Pakistan
1370,ODI # 1428,India,Pakistan,123 runs,Bengaluru,"Apr 4, 1999",Pakistan
1371,ODI # 1429,England,Pakistan,90 runs,Sharjah,"Apr 7, 1999",Pakistan
1372,ODI # 1430,India,Pakistan,116 runs,Sharjah,"Apr 8, 1999",Pakistan
1373,ODI # 1431,England,India,20 runs,Sharjah,"Apr 9, 1999",India
1374,ODI # 1432,England,India,9 runs,Sharjah,"Apr 11, 1999",India
1375,ODI # 1433,West Indies,Australia,44 runs,Kingstown,"Apr 11, 1999",West Indies
1376,ODI # 1434,England,Pakistan,62 runs,Sharjah,"Apr 12, 1999",England
1377,ODI # 1435,India,Pakistan,6 wickets,Sharjah,"Apr 13, 1999",India
1378,ODI # 1436,West Indies,Australia,46 runs,St George's,"Apr 14, 1999",Australia
1379,ODI # 1437,India,Pakistan,8 wickets,Sharjah,"Apr 16, 1999",Pakistan
1380,ODI # 1438,West Indies,Australia,5 wickets,Port of Spain,"Apr 17, 1999",West Indies
1381,ODI # 1439,West Indies,Australia,20 runs,Port of Spain,"Apr 18, 1999",Australia
1382,ODI # 1441,West Indies,Australia,4 wickets,Bridgetown,"Apr 24, 1999",Australia
1383,ODI # 1442,West Indies,Australia,8 wickets,Bridgetown,"Apr 25, 1999",West Indies
1384,ODI # 1443,England,Sri Lanka,8 wickets,Lord's,"May 14, 1999",England
1385,ODI # 1444,India,South Africa,4 wickets,Hove,"May 15, 1999",South Africa
1386,ODI # 1445,Kenya,Zimbabwe,5 wickets,Taunton,"May 15, 1999",Zimbabwe
1387,ODI # 1446,Australia,Scotland,6 wickets,Worcester,"May 16, 1999",Australia
1388,ODI # 1447,Pakistan,West Indies,27 runs,Bristol,"May 16, 1999",Pakistan
1389,ODI # 1448,Bangladesh,New Zealand,6 wickets,Chelmsford,"May 17, 1999",New Zealand
1390,ODI # 1449,England,Kenya,9 wickets,Canterbury,"May 18, 1999",England
1391,ODI # 1450,India,Zimbabwe,3 runs,Leicester,"May 19, 1999",Zimbabwe
1392,ODI # 1451,South Africa,Sri Lanka,89 runs,Northampton,"May 19, 1999",South Africa
1393,ODI # 1452,Australia,New Zealand,5 wickets,Cardiff,"May 20, 1999",New Zealand
1394,ODI # 1453,Pakistan,Scotland,94 runs,Chester,"May 20, 1999",Pakistan
1395,ODI # 1454,Bangladesh,West Indies,7 wickets,Dublin,"May 21, 1999",West Indies
1396,ODI # 1455,England,South Africa,122 runs,The Oval,"May 22, 1999",South Africa
1397,ODI # 1456,Sri Lanka,Zimbabwe,4 wickets,Worcester,"May 22, 1999",Sri Lanka
1398,ODI # 1457,India,Kenya,94 runs,Bristol,"May 23, 1999",India
1399,ODI # 1458,Australia,Pakistan,10 runs,Leeds,"May 23, 1999",Pakistan
1400,ODI # 1459,Scotland,Bangladesh,22 runs,Edinburgh,"May 24, 1999",Bangladesh
1401,ODI # 1460,New Zealand,West Indies,7 wickets,Southampton,"May 24, 1999",West Indies
1402,ODI # 1461,England,Zimbabwe,7 wickets,Nottingham,"May 25, 1999",England
1403,ODI # 1462,Kenya,South Africa,7 wickets,Amstelveen,"May 26, 1999",South Africa
1404,ODI # 1463,India,Sri Lanka,157 runs,Taunton,"May 26, 1999",India
1405,ODI # 1464,Australia,Bangladesh,7 wickets,Chester,"May 27, 1999",Australia
1406,ODI # 1465,Scotland,West Indies,8 wickets,Leicester,"May 27, 1999",West Indies
1407,ODI # 1466,New Zealand,Pakistan,62 runs,Derby,"May 28, 1999",Pakistan
1408,ODI # 1467,England,India,63 runs,Birmingham,"May 29-30, 1999",India
1409,ODI # 1468,South Africa,Zimbabwe,48 runs,Chelmsford,"May 29, 1999",Zimbabwe
1410,ODI # 1469,Kenya,Sri Lanka,45 runs,Southampton,"May 30, 1999",Sri Lanka
1411,ODI # 1470,Australia,West Indies,6 wickets,Manchester,"May 30, 1999",Australia
1412,ODI # 1471,Bangladesh,Pakistan,62 runs,Northampton,"May 31, 1999",Bangladesh
1413,ODI # 1472,Scotland,New Zealand,6 wickets,Edinburgh,"May 31, 1999",New Zealand
1414,ODI # 1473,Australia,India,77 runs,The Oval,"Jun 4, 1999",Australia
1415,ODI # 1474,Pakistan,South Africa,3 wickets,Nottingham,"Jun 5, 1999",South Africa
1416,ODI # 1476,India,Pakistan,47 runs,Manchester,"Jun 8, 1999",India
1417,ODI # 1477,Australia,Zimbabwe,44 runs,Lord's,"Jun 9, 1999",Australia
1418,ODI # 1478,New Zealand,South Africa,74 runs,Birmingham,"Jun 10, 1999",South Africa
1419,ODI # 1479,Pakistan,Zimbabwe,148 runs,The Oval,"Jun 11, 1999",Pakistan
1420,ODI # 1480,India,New Zealand,5 wickets,Nottingham,"Jun 12, 1999",New Zealand
1421,ODI # 1481,Australia,South Africa,5 wickets,Leeds,"Jun 13, 1999",Australia
1422,ODI # 1482,New Zealand,Pakistan,9 wickets,Manchester,"Jun 16, 1999",Pakistan
1423,ODI # 1484,Australia,Pakistan,8 wickets,Lord's,"Jun 20, 1999",Australia
1424,ODI # 1485,Sri Lanka,Australia,50 runs,Galle,"Aug 22, 1999",Australia
1425,ODI # 1486,Australia,India,8 wickets,Galle,"Aug 23, 1999",Australia
1426,ODI # 1487,Sri Lanka,India,7 wickets,Colombo,"Aug 25, 1999",Sri Lanka
1427,ODI # 1488,Sri Lanka,Australia,27 runs,Colombo,"Aug 26, 1999",Australia
1428,ODI # 1489,Australia,India,41 runs,Colombo,"Aug 28, 1999",Australia
1429,ODI # 1490,Sri Lanka,India,23 runs,Colombo,"Aug 29, 1999",India
1430,ODI # 1491,Sri Lanka,Australia,8 wickets,Colombo,"Aug 31, 1999",Sri Lanka
1431,ODI # 1492,West Indies,Zimbabwe,6 wickets,Singapore,"Sep 2, 1999",West Indies
1432,ODI # 1493,India,Zimbabwe,115 runs,Singapore,"Sep 4, 1999",India
1433,ODI # 1494,India,West Indies,42 runs,Singapore,"Sep 5, 1999",West Indies
1434,ODI # 1496,India,West Indies,4 wickets,Singapore,"Sep 8, 1999",West Indies
1435,ODI # 1497,India,West Indies,8 wickets,Toronto,"Sep 11, 1999",India
1436,ODI # 1498,India,West Indies,70 runs,Toronto,"Sep 12, 1999",West Indies
1437,ODI # 1499,India,West Indies,88 runs,Toronto,"Sep 14, 1999",India
1438,ODI # 1500,Pakistan,West Indies,15 runs,Toronto,"Sep 16, 1999",Pakistan
1439,ODI # 1501,Pakistan,West Indies,42 runs,Toronto,"Sep 18, 1999",Pakistan
1440,ODI # 1502,Pakistan,West Indies,7 wickets,Toronto,"Sep 19, 1999",Pakistan
1441,ODI # 1503,Kenya,Zimbabwe,3 wickets,Nairobi,"Sep 25, 1999",Zimbabwe
1442,ODI # 1504,India,South Africa,8 wickets,Nairobi,"Sep 26, 1999",India
1443,ODI # 1505,South Africa,Zimbabwe,9 wickets,Nairobi,"Sep 28, 1999",South Africa
1444,ODI # 1506,Kenya,India,58 runs,Nairobi,"Sep 29, 1999",India
1445,ODI # 1507,Kenya,South Africa,24 runs,Nairobi,"Sep 30, 1999",South Africa
1446,ODI # 1508,India,Zimbabwe,107 runs,Nairobi,"Oct 1, 1999",India
1447,ODI # 1509,India,South Africa,26 runs,Nairobi,"Oct 3, 1999",South Africa
1448,ODI # 1510,Bangladesh,West Indies,73 runs,Dhaka,"Oct 8, 1999",West Indies
1449,ODI # 1511,Bangladesh,West Indies,109 runs,Dhaka,"Oct 9, 1999",West Indies
1450,ODI # 1512,Sri Lanka,West Indies,3 wickets,Sharjah,"Oct 13, 1999",West Indies
1451,ODI # 1513,Pakistan,West Indies,130 runs,Sharjah,"Oct 14, 1999",Pakistan
1452,ODI # 1515,Sri Lanka,West Indies,9 wickets,Sharjah,"Oct 17, 1999",Sri Lanka
1453,ODI # 1516,Pakistan,Sri Lanka,118 runs,Sharjah,"Oct 18, 1999",Pakistan
1454,ODI # 1517,Pakistan,West Indies,138 runs,Sharjah,"Oct 19, 1999",Pakistan
1455,ODI # 1518,Zimbabwe,Australia,83 runs,Bulawayo,"Oct 21, 1999",Australia
1456,ODI # 1519,Pakistan,Sri Lanka,88 runs,Sharjah,"Oct 22, 1999",Pakistan
1457,ODI # 1520,Zimbabwe,Australia,9 wickets,Harare,"Oct 23, 1999",Australia
1458,ODI # 1521,Zimbabwe,Australia,9 wickets,Harare,"Oct 24, 1999",Australia
1459,ODI # 1522,India,New Zealand,43 runs,Rajkot,"Nov 5, 1999",New Zealand
1460,ODI # 1523,India,New Zealand,174 runs,Hyderabad,"Nov 8, 1999",India
1461,ODI # 1524,India,New Zealand,14 runs,Gwalior,"Nov 11, 1999",India
1462,ODI # 1525,India,New Zealand,48 runs,Guwahati,"Nov 14, 1999",New Zealand
1463,ODI # 1526,India,New Zealand,7 wickets,Delhi,"Nov 17, 1999",India
1464,ODI # 1528,Zimbabwe,Sri Lanka,13 runs,Bulawayo,"Dec 12, 1999",Sri Lanka
1465,ODI # 1529,Zimbabwe,Sri Lanka,98 runs,Harare,"Dec 15, 1999",Sri Lanka
1466,ODI # 1530,Zimbabwe,Sri Lanka,6 wickets,Harare,"Dec 18, 1999",Sri Lanka
1467,ODI # 1531,Zimbabwe,Sri Lanka,6 wickets,Harare,"Dec 19, 1999",Zimbabwe
1468,ODI # 1532,New Zealand,West Indies,3 wickets,Auckland,"Jan 2, 2000",New Zealand
1469,ODI # 1533,New Zealand,West Indies,7 wickets,Taupo,"Jan 4, 2000",New Zealand
1470,ODI # 1534,New Zealand,West Indies,4 wickets,Napier,"Jan 6, 2000",New Zealand
1471,ODI # 1535,New Zealand,West Indies,8 wickets,Wellington,"Jan 8-9, 2000",New Zealand
1472,ODI # 1536,Australia,Pakistan,45 runs,Brisbane,"Jan 9, 2000",Pakistan
1473,ODI # 1537,India,Pakistan,2 wickets,Brisbane,"Jan 10, 2000",Pakistan
1474,ODI # 1538,New Zealand,West Indies,20 runs,Christchurch,"Jan 11, 2000",New Zealand
1475,ODI # 1539,Australia,India,28 runs,Melbourne,"Jan 12, 2000",Australia
1476,ODI # 1540,Australia,India,5 wickets,Sydney,"Jan 14, 2000",Australia
1477,ODI # 1541,Australia,Pakistan,6 wickets,Melbourne,"Jan 16, 2000",Australia
1478,ODI # 1542,Australia,Pakistan,81 runs,Sydney,"Jan 19, 2000",Australia
1479,ODI # 1543,India,Pakistan,32 runs,Hobart,"Jan 21, 2000",Pakistan
1480,ODI # 1544,South Africa,Zimbabwe,6 wickets,Johannesburg,"Jan 21, 2000",South Africa
1481,ODI # 1545,Australia,Pakistan,15 runs,Melbourne,"Jan 23, 2000",Australia
1482,ODI # 1546,South Africa,England,9 wickets,Bloemfontein,"Jan 23, 2000",England
1483,ODI # 1547,India,Pakistan,48 runs,Adelaide,"Jan 25, 2000",India
1484,ODI # 1548,Australia,India,152 runs,Adelaide,"Jan 26, 2000",Australia
1485,ODI # 1549,South Africa,England,1 run,Cape Town,"Jan 26, 2000",South Africa
1486,ODI # 1550,India,Pakistan,104 runs,Perth,"Jan 28, 2000",Pakistan
1487,ODI # 1551,England,Zimbabwe,104 runs,Cape Town,"Jan 28, 2000",Zimbabwe
1488,ODI # 1552,Australia,India,4 wickets,Perth,"Jan 30, 2000",Australia
1489,ODI # 1553,England,Zimbabwe,8 wickets,Kimberley,"Jan 30, 2000",England
1490,ODI # 1554,Australia,Pakistan,6 wickets,Melbourne,"Feb 2, 2000",Australia
1491,ODI # 1555,South Africa,Zimbabwe,2 wickets,Durban,"Feb 2, 2000",Zimbabwe
1492,ODI # 1556,Australia,Pakistan,152 runs,Sydney,"Feb 4, 2000",Australia
1493,ODI # 1557,South Africa,England,2 wickets,East London,"Feb 4, 2000",South Africa
1494,ODI # 1558,South Africa,Zimbabwe,53 runs,Port Elizabeth,"Feb 6, 2000",South Africa
1495,ODI # 1559,Pakistan,Sri Lanka,29 runs,Karachi,"Feb 13, 2000",Sri Lanka
1496,ODI # 1560,South Africa,England,38 runs,Johannesburg,"Feb 13, 2000",South Africa
1497,ODI # 1561,Pakistan,Sri Lanka,34 runs,Gujranwala,"Feb 16, 2000",Sri Lanka
1498,ODI # 1562,Zimbabwe,England,5 wickets,Bulawayo,"Feb 16, 2000",England
1499,ODI # 1564,Zimbabwe,England,1 wicket,Bulawayo,"Feb 18, 2000",England
1500,ODI # 1565,New Zealand,Australia,5 wickets,Auckland,"Feb 19, 2000",Australia
1501,ODI # 1566,Pakistan,Sri Lanka,104 runs,Lahore,"Feb 19, 2000",Sri Lanka
1502,ODI # 1567,Zimbabwe,England,85 runs,Harare,"Feb 20, 2000",England
1503,ODI # 1568,New Zealand,Australia,50 runs,Dunedin,"Feb 23, 2000",Australia
1504,ODI # 1569,New Zealand,Australia,48 runs,Christchurch,"Feb 26, 2000",Australia
1505,ODI # 1570,New Zealand,Australia,5 wickets,Napier,"Mar 1, 2000",Australia
1506,ODI # 1571,New Zealand,Australia,7 wickets,Auckland,"Mar 3, 2000",New Zealand
1507,ODI # 1572,India,South Africa,3 wickets,Kochi,"Mar 9, 2000",India
1508,ODI # 1573,India,South Africa,6 wickets,Jamshedpur,"Mar 12, 2000",India
1509,ODI # 1574,India,South Africa,2 wickets,Faridabad,"Mar 15, 2000",South Africa
1510,ODI # 1575,India,South Africa,4 wickets,Vadodara,"Mar 17, 2000",India
1511,ODI # 1576,India,South Africa,10 runs,Nagpur,"Mar 19, 2000",South Africa
1512,ODI # 1577,India,South Africa,10 wickets,Sharjah,"Mar 22, 2000",South Africa
1513,ODI # 1578,India,Pakistan,5 wickets,Sharjah,"Mar 23, 2000",India
1514,ODI # 1579,Pakistan,South Africa,3 wickets,Sharjah,"Mar 24, 2000",South Africa
1515,ODI # 1580,India,Pakistan,98 runs,Sharjah,"Mar 26, 2000",Pakistan
1516,ODI # 1581,India,South Africa,6 wickets,Sharjah,"Mar 27, 2000",South Africa
1517,ODI # 1582,Pakistan,South Africa,67 runs,Sharjah,"Mar 28, 2000",Pakistan
1518,ODI # 1583,Pakistan,South Africa,16 runs,Sharjah,"Mar 31, 2000",Pakistan
1519,ODI # 1584,West Indies,Zimbabwe,87 runs,Kingston,"Apr 1, 2000",West Indies
1520,ODI # 1585,West Indies,Zimbabwe,41 runs,Kingston,"Apr 2, 2000",West Indies
1521,ODI # 1586,Pakistan,Zimbabwe,5 wickets,St John's,"Apr 5, 2000",Pakistan
1522,ODI # 1587,South Africa,Australia,6 wickets,Durban,"Apr 12, 2000",South Africa
1523,ODI # 1588,West Indies,Pakistan,96 runs,Kingstown,"Apr 12, 2000",West Indies
1524,ODI # 1589,South Africa,Australia,5 wickets,Cape Town,"Apr 14, 2000",Australia
1525,ODI # 1590,Pakistan,Zimbabwe,6 wickets,St George's,"Apr 15, 2000",Pakistan
1526,ODI # 1591,South Africa,Australia,4 wickets,Johannesburg,"Apr 16, 2000",South Africa
1527,ODI # 1592,West Indies,Pakistan,17 runs,St George's,"Apr 16, 2000",West Indies
1528,ODI # 1593,West Indies,Pakistan,17 runs,Bridgetown,"Apr 19, 2000",Pakistan
1529,ODI # 1594,West Indies,Pakistan,60 runs,Port of Spain,"Apr 22, 2000",West Indies
1530,ODI # 1595,West Indies,Pakistan,4 wickets,Port of Spain,"Apr 23, 2000",Pakistan
1531,ODI # 1596,Bangladesh,Sri Lanka,9 wickets,Dhaka,"May 29, 2000",Sri Lanka
1532,ODI # 1597,Bangladesh,India,8 wickets,Dhaka,"May 30-31, 2000",India
1533,ODI # 1598,India,Sri Lanka,71 runs,Dhaka,"Jun 1, 2000",Sri Lanka
1534,ODI # 1599,Bangladesh,Pakistan,233 runs,Dhaka,"Jun 2, 2000",Pakistan
1535,ODI # 1600,India,Pakistan,44 runs,Dhaka,"Jun 3, 2000",Pakistan
1536,ODI # 1601,Pakistan,Sri Lanka,7 wickets,Dhaka,"Jun 5, 2000",Pakistan
1537,ODI # 1602,Pakistan,Sri Lanka,39 runs,Dhaka,"Jun 7, 2000",Pakistan
1538,ODI # 1603,Sri Lanka,Pakistan,5 wickets,Galle,"Jul 5, 2000",Sri Lanka
1539,ODI # 1604,Sri Lanka,South Africa,37 runs,Galle,"Jul 6, 2000",Sri Lanka
1540,ODI # 1605,West Indies,Zimbabwe,6 wickets,Bristol,"Jul 6, 2000",Zimbabwe
1541,ODI # 1606,Pakistan,South Africa,18 runs,Colombo,"Jul 8, 2000",South Africa
1542,ODI # 1607,England,Zimbabwe,5 wickets,The Oval,"Jul 8, 2000",Zimbabwe
1543,ODI # 1608,Sri Lanka,Pakistan,6 wickets,Colombo,"Jul 9, 2000",Sri Lanka
1544,ODI # 1610,Sri Lanka,South Africa,8 wickets,Colombo,"Jul 11, 2000",Sri Lanka
1545,ODI # 1611,West Indies,Zimbabwe,70 runs,Canterbury,"Jul 11, 2000",Zimbabwe
1546,ODI # 1612,Pakistan,South Africa,7 wickets,Colombo,"Jul 12, 2000",South Africa
1547,ODI # 1613,England,Zimbabwe,8 wickets,Manchester,"Jul 13, 2000",England
1548,ODI # 1614,Sri Lanka,South Africa,30 runs,Colombo,"Jul 14, 2000",Sri Lanka
1549,ODI # 1615,England,West Indies,10 wickets,Chester,"Jul 15, 2000",England
1550,ODI # 1616,West Indies,Zimbabwe,6 wickets,Chester,"Jul 16, 2000",Zimbabwe
1551,ODI # 1617,England,Zimbabwe,52 runs,Birmingham,"Jul 18, 2000",England
1552,ODI # 1618,England,West Indies,3 runs,Nottingham,"Jul 20, 2000",West Indies
1553,ODI # 1619,England,Zimbabwe,6 wickets,Lord's,"Jul 22, 2000",England
1554,ODI # 1620,Australia,South Africa,94 runs,Melbourne,"Aug 16, 2000",Australia
1555,ODI # 1622,Australia,South Africa,8 runs,Melbourne,"Aug 20, 2000",South Africa
1556,ODI # 1623,New Zealand,Pakistan,12 runs,Singapore,"Aug 20, 2000",Pakistan
1557,ODI # 1624,Pakistan,South Africa,28 runs,Singapore,"Aug 23, 2000",Pakistan
1558,ODI # 1625,New Zealand,South Africa,8 wickets,Singapore,"Aug 25, 2000",South Africa
