Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
ODI # 1064,New Zealand,U.A.E.,109 runs,Faisalabad,"Feb 27, 1996",New Zealand
ODI # 1065,India,Australia,16 runs,Mumbai,"Feb 27, 1996",Australia
ODI # 1066,Kenya,West Indies,73 runs,Pune,"Feb 29, 1996",Kenya
ODI # 1067,Pakistan,South Africa,5 wickets,Karachi,"Feb 29, 1996",South Africa
ODI # 1068,Australia,Zimbabwe,8 wickets,Nagpur,"Mar 1, 1996",Australia
ODI # 1069,Netherlands,U.A.E.,7 wickets,Lahore,"Mar 1, 1996",U.A.E.
ODI # 1070,India,Sri Lanka,6 wickets,Delhi,"Mar 2, 1996",Sri Lanka
ODI # 1071,Pakistan,England,7 wickets,Karachi,"Mar 3, 1996",Pakistan
ODI # 1072,Australia,West Indies,4 wickets,Jaipur,"Mar 4, 1996",West Indies
ODI # 1073,Netherlands,South Africa,160 runs,Rawalpindi,"Mar 5, 1996",South Africa
ODI # 1075,India,Zimbabwe,40 runs,Kanpur,"Mar 6, 1996",India
ODI # 1074,Sri Lanka,Kenya,144 runs,Kandy,"Mar 6, 1996",Sri Lanka
ODI # 1076,Pakistan,New Zealand,46 runs,Lahore,"Mar 6, 1996",Pakistan
ODI # 1077,England,Sri Lanka,5 wickets,Faisalabad,"Mar 9, 1996",Sri Lanka
ODI # 1078,India,Pakistan,39 runs,Bengaluru,"Mar 9, 1996",India
ODI # 1079,South Africa,West Indies,19 runs,Karachi,"Mar 11, 1996",West Indies
ODI # 1080,Australia,New Zealand,6 wickets,Chennai,"Mar 11, 1996",Australia
ODI # 1081,India,Sri Lanka,,Kolkata,"Mar 13, 1996",Sri Lanka
ODI # 1082,Australia,West Indies,5 runs,Mohali,"Mar 14, 1996",Australia
ODI # 1083,Australia,Sri Lanka,7 wickets,Lahore,"Mar 17, 1996",Sri Lanka
ODI # 1084,West Indies,New Zealand,1 wicket,Kingston,"Mar 26, 1996",West Indies
ODI # 1085,West Indies,New Zealand,4 wickets,Port of Spain,"Mar 29, 1996",New Zealand
ODI # 1086,West Indies,New Zealand,7 wickets,Port of Spain,"Mar 30, 1996",West Indies
ODI # 1088,Pakistan,Sri Lanka,34 runs,Singapore,"Apr 2, 1996",Sri Lanka
ODI # 1089,India,Sri Lanka,12 runs,Singapore,"Apr 3, 1996",India
ODI # 1090,West Indies,New Zealand,4 runs,Georgetown,"Apr 3, 1996",New Zealand
ODI # 1091,India,Pakistan,8 wickets,Singapore,"Apr 5, 1996",Pakistan
ODI # 1092,West Indies,New Zealand,7 wickets,Kingstown,"Apr 6, 1996",West Indies
ODI # 1093,Pakistan,Sri Lanka,43 runs,Singapore,"Apr 7, 1996",Pakistan
ODI # 1094,India,Pakistan,38 runs,Sharjah,"Apr 12, 1996",Pakistan
ODI # 1095,Pakistan,South Africa,143 runs,Sharjah,"Apr 13, 1996",South Africa
ODI # 1096,West Indies,Sri Lanka,35 runs,Port of Spain,"Apr 13, 1996",Sri Lanka
ODI # 1097,India,South Africa,80 runs,Sharjah,"Apr 14, 1996",South Africa
ODI # 1098,India,Pakistan,28 runs,Sharjah,"Apr 15, 1996",India
ODI # 1099,Pakistan,South Africa,8 wickets,Sharjah,"Apr 16, 1996",South Africa
ODI # 1100,India,South Africa,5 wickets,Sharjah,"Apr 17, 1996",South Africa
ODI # 1101,India,South Africa,38 runs,Sharjah,"Apr 19, 1996",South Africa
ODI # 1103,England,India,6 wickets,Leeds,"May 25, 1996",England
ODI # 1104,England,India,4 wickets,Manchester,"May 26-27, 1996",England
ODI # 1105,Australia,Zimbabwe,125 runs,Colombo (RPS),"Aug 26, 1996",Australia
ODI # 1106,Sri Lanka,India,9 wickets,Colombo (RPS),"Aug 28, 1996",Sri Lanka
ODI # 1107,England,Pakistan,5 wickets,Manchester,"Aug 29, 1996",England
ODI # 1108,Sri Lanka,Australia,4 wickets,Colombo (RPS),"Aug 30, 1996",Sri Lanka
ODI # 1109,England,Pakistan,107 runs,Birmingham,"Aug 31, 1996",England
ODI # 1110,India,Zimbabwe,7 wickets,Colombo (SSC),"Sep 1, 1996",India
ODI # 1111,England,Pakistan,2 wickets,Nottingham,"Sep 1, 1996",Pakistan
ODI # 1112,Sri Lanka,Zimbabwe,6 wickets,Colombo (SSC),"Sep 3, 1996",Sri Lanka
ODI # 1113,Australia,India,3 wickets,Colombo (SSC),"Sep 6, 1996",Australia
ODI # 1114,Sri Lanka,Australia,50 runs,Colombo (RPS),"Sep 7, 1996",Sri Lanka
ODI # 1115,India,Pakistan,8 wickets,Toronto,"Sep 16, 1996",India
ODI # 1116,India,Pakistan,2 wickets,Toronto,"Sep 17, 1996",Pakistan
ODI # 1117,India,Pakistan,55 runs,Toronto,"Sep 18, 1996",India
ODI # 1118,India,Pakistan,97 runs,Toronto,"Sep 21, 1996",Pakistan
ODI # 1119,India,Pakistan,52 runs,Toronto,"Sep 23, 1996",Pakistan
ODI # 1120,Kenya,Sri Lanka,7 wickets,Nairobi (Gym),"Sep 28, 1996",Sri Lanka
ODI # 1121,Pakistan,South Africa,62 runs,Nairobi (Gym),"Sep 29, 1996",South Africa
ODI # 1122,South Africa,Sri Lanka,2 wickets,Nairobi (Club),"Oct 1, 1996",Sri Lanka
ODI # 1123,Kenya,Pakistan,4 wickets,Nairobi (Aga),"Oct 2, 1996",Pakistan
ODI # 1124,Kenya,South Africa,202 runs,Nairobi (Gym),"Oct 3, 1996",South Africa
ODI # 1125,Pakistan,Sri Lanka,82 runs,Nairobi (Gym),"Oct 4, 1996",Pakistan
ODI # 1126,Pakistan,South Africa,7 wickets,Nairobi (Gym),"Oct 6, 1996",South Africa
ODI # 1127,India,South Africa,47 runs,Hyderabad (Deccan),"Oct 17, 1996",South Africa
ODI # 1128,Australia,South Africa,7 wickets,Indore,"Oct 19, 1996",South Africa
ODI # 1129,India,Australia,2 wickets,Bengaluru,"Oct 21, 1996",India
ODI # 1130,India,South Africa,27 runs,Jaipur,"Oct 23, 1996",South Africa
ODI # 1131,Australia,South Africa,2 wickets,Faridabad,"Oct 25, 1996",South Africa
ODI # 1132,India,South Africa,5 wickets,Rajkot,"Oct 29, 1996",South Africa
ODI # 1133,Pakistan,Zimbabwe,3 wickets,Quetta,"Oct 30, 1996",Pakistan
ODI # 1134,Australia,South Africa,8 wickets,Guwahati,"Nov 1, 1996",South Africa
ODI # 1135,Pakistan,Zimbabwe,9 wickets,Lahore,"Nov 1, 1996",Pakistan
ODI # 1136,Pakistan,Zimbabwe,78 runs,Peshawar,"Nov 3, 1996",Pakistan
ODI # 1137,India,Australia,5 runs,Mohali,"Nov 3, 1996",India
ODI # 1138,India,South Africa,35 runs,Mumbai,"Nov 6, 1996",India
ODI # 1139,New Zealand,Sri Lanka,29 runs,Sharjah,"Nov 7, 1996",New Zealand
ODI # 1140,Pakistan,Sri Lanka,75 runs,Sharjah,"Nov 8, 1996",Sri Lanka
ODI # 1141,New Zealand,Pakistan,4 wickets,Sharjah,"Nov 10, 1996",Pakistan
ODI # 1143,Pakistan,Sri Lanka,8 wickets,Sharjah,"Nov 12, 1996",Pakistan
ODI # 1144,New Zealand,Pakistan,4 wickets,Sharjah,"Nov 13, 1996",Pakistan
ODI # 1145,New Zealand,Pakistan,41 runs,Sharjah,"Nov 15, 1996",Pakistan
ODI # 1146,Pakistan,New Zealand,11 runs,Gujranwala,"Dec 4, 1996",Pakistan
ODI # 1147,Australia,West Indies,5 wickets,Melbourne,"Dec 6, 1996",Australia
ODI # 1148,Pakistan,New Zealand,46 runs,Sialkot,"Dec 6, 1996",Pakistan
ODI # 1149,Australia,West Indies,8 wickets,Sydney,"Dec 8, 1996",Australia
ODI # 1150,Pakistan,New Zealand,7 wickets,Karachi,"Dec 8, 1996",New Zealand
ODI # 1151,India,South Africa,74 runs,Mumbai,"Dec 14, 1996",India
ODI # 1152,Australia,Pakistan,12 runs,Adelaide,"Dec 15, 1996",Pakistan
ODI # 1153,Zimbabwe,England,2 wickets,Bulawayo,"Dec 15, 1996",Zimbabwe
ODI # 1154,Pakistan,West Indies,7 wickets,Adelaide,"Dec 17, 1996",West Indies
ODI # 1155,Australia,Pakistan,4 wickets,Sydney,"Jan 1, 1997",Pakistan
ODI # 1156,Zimbabwe,England,7 runs,Harare,"Jan 1, 1997",Zimbabwe
ODI # 1157,Pakistan,West Indies,6 wickets,Brisbane,"Jan 3, 1997",West Indies
ODI # 1158,Zimbabwe,England,131 runs,Harare,"Jan 3, 1997",Zimbabwe
ODI # 1159,Australia,West Indies,7 wickets,Brisbane,"Jan 5, 1997",West Indies
ODI # 1160,Australia,Pakistan,29 runs,Hobart,"Jan 7, 1997",Pakistan
ODI # 1161,Pakistan,West Indies,5 wickets,Perth,"Jan 10, 1997",West Indies
ODI # 1162,Australia,West Indies,4 wickets,Perth,"Jan 12, 1997",West Indies
ODI # 1163,Pakistan,West Indies,8 wickets,Sydney,"Jan 14, 1997",Pakistan
ODI # 1164,Australia,Pakistan,3 wickets,Melbourne,"Jan 16, 1997",Australia
ODI # 1165,Pakistan,West Indies,4 wickets,Sydney,"Jan 18, 1997",Pakistan
ODI # 1166,Pakistan,West Indies,62 runs,Melbourne,"Jan 20, 1997",Pakistan
ODI # 1167,South Africa,India,39 runs,Bloemfontein,"Jan 23, 1997",South Africa
ODI # 1168,South Africa,Zimbabwe,5 wickets,Centurion,"Jan 25, 1997",South Africa
ODI # 1170,South Africa,Zimbabwe,5 wickets,Cape Town,"Jan 29, 1997",South Africa
ODI # 1171,South Africa,Zimbabwe,4 wickets,Johannesburg,"Jan 31, 1997",South Africa
ODI # 1172,South Africa,India,6 wickets,Port Elizabeth,"Feb 2, 1997",South Africa
ODI # 1173,South Africa,India,6 wickets,East London,"Feb 4, 1997",South Africa
ODI # 1174,India,Zimbabwe,3 wickets,Centurion,"Feb 7, 1997",Zimbabwe
ODI # 1175,India,Zimbabwe,6 wickets,Benoni,"Feb 9, 1997",India
ODI # 1177,South Africa,India,17 runs,Durban,"Feb 13, 1997",South Africa
ODI # 1178,Zimbabwe,India,8 wickets,Bulawayo,"Feb 15, 1997",Zimbabwe
ODI # 1179,New Zealand,England,4 wickets,Christchurch,"Feb 20, 1997",England
ODI # 1180,New Zealand,England,6 wickets,Auckland,"Feb 23, 1997",England
ODI # 1182,New Zealand,England,9 runs,Auckland,"Mar 2, 1997",New Zealand
ODI # 1183,New Zealand,England,28 runs,Wellington,"Mar 4, 1997",New Zealand
ODI # 1184,New Zealand,Sri Lanka,6 wickets,Christchurch,"Mar 25, 1997",Sri Lanka
ODI # 1185,New Zealand,Sri Lanka,69 runs,Wellington,"Mar 27, 1997",New Zealand
ODI # 1186,South Africa,Australia,6 wickets,East London,"Mar 29, 1997",South Africa
ODI # 1187,South Africa,Australia,7 wickets,Port Elizabeth,"Mar 31, 1997",Australia
ODI # 1188,South Africa,Australia,46 runs,Cape Town,"Apr 2, 1997",South Africa
ODI # 1189,Sri Lanka,Zimbabwe,7 wickets,Sharjah,"Apr 3, 1997",Sri Lanka
ODI # 1190,Pakistan,Sri Lanka,19 runs,Sharjah,"Apr 4, 1997",Sri Lanka
ODI # 1191,South Africa,Australia,15 runs,Durban,"Apr 5, 1997",Australia
ODI # 1192,Pakistan,Zimbabwe,93 runs,Sharjah,"Apr 6, 1997",Pakistan
ODI # 1193,Pakistan,Sri Lanka,51 runs,Sharjah,"Apr 7, 1997",Sri Lanka
ODI # 1194,Sri Lanka,Zimbabwe,50 runs,Sharjah,"Apr 8, 1997",Zimbabwe
ODI # 1195,South Africa,Australia,8 runs,Johannesburg,"Apr 8, 1997",Australia
ODI # 1196,Pakistan,Zimbabwe,32 runs,Sharjah,"Apr 9, 1997",Pakistan
ODI # 1197,South Africa,Australia,5 wickets,Centurion,"Apr 10, 1997",Australia
ODI # 1198,Pakistan,Sri Lanka,4 wickets,Sharjah,"Apr 11, 1997",Sri Lanka
ODI # 1199,South Africa,Australia,109 runs,Bloemfontein,"Apr 13, 1997",South Africa
ODI # 1200,West Indies,India,8 wickets,Port of Spain,"Apr 26, 1997",West Indies
ODI # 1201,West Indies,India,10 wickets,Port of Spain,"Apr 27, 1997",India
ODI # 1202,West Indies,India,18 runs,Kingstown,"Apr 30, 1997",West Indies
ODI # 1203,West Indies,India,10 wickets,Bridgetown,"May 3, 1997",West Indies
ODI # 1204,New Zealand,Pakistan,22 runs,Mohali,"May 9, 1997",New Zealand
ODI # 1205,Pakistan,Sri Lanka,30 runs,Gwalior,"May 12, 1997",Pakistan
ODI # 1206,India,New Zealand,8 wickets,Bengaluru,"May 14, 1997",India
ODI # 1207,India,Sri Lanka,5 wickets,Mumbai,"May 17, 1997",Sri Lanka
ODI # 1208,New Zealand,Sri Lanka,52 runs,Hyderabad (Deccan),"May 20, 1997",Sri Lanka
ODI # 1209,India,Pakistan,35 runs,Chennai,"May 21, 1997",Pakistan
ODI # 1210,England,Australia,6 wickets,Leeds,"May 22, 1997",England
ODI # 1212,Pakistan,Sri Lanka,115 runs,Mohali,"May 24, 1997",Sri Lanka
ODI # 1211,England,Australia,6 wickets,The Oval,"May 24, 1997",England
ODI # 1213,England,Australia,6 wickets,Lord's,"May 25, 1997",England
ODI # 1214,Pakistan,Sri Lanka,85 runs,Kolkata,"May 27, 1997",Sri Lanka
ODI # 1215,West Indies,Sri Lanka,35 runs,Port of Spain,"Jun 6, 1997",West Indies
ODI # 1216,Sri Lanka,Pakistan,15 runs,Colombo (RPS),"Jul 14, 1997",Sri Lanka
ODI # 1217,Bangladesh,Pakistan,109 runs,Colombo (RPS),"Jul 16, 1997",Pakistan
ODI # 1218,Sri Lanka,India,6 wickets,Colombo (RPS),"Jul 18, 1997",Sri Lanka
ODI # 1220,Sri Lanka,Bangladesh,103 runs,Colombo (SSC),"Jul 22, 1997",Sri Lanka
ODI # 1221,Bangladesh,India,9 wickets,Colombo (SSC),"Jul 24, 1997",India
ODI # 1222,Sri Lanka,India,8 wickets,Colombo (RPS),"Jul 26, 1997",Sri Lanka
ODI # 1223,Sri Lanka,India,2 runs,Colombo (RPS),"Aug 17, 1997",Sri Lanka
ODI # 1224,Sri Lanka,India,7 wickets,Colombo (RPS),"Aug 20, 1997",Sri Lanka
ODI # 1226,Sri Lanka,India,9 runs,Colombo (SSC),"Aug 24, 1997",Sri Lanka
ODI # 1227,India,Pakistan,20 runs,Toronto,"Sep 13, 1997",India
ODI # 1228,India,Pakistan,7 wickets,Toronto,"Sep 14, 1997",India
ODI # 1230,India,Pakistan,34 runs,Toronto,"Sep 18, 1997",India
ODI # 1231,India,Pakistan,7 wickets,Toronto,"Sep 20, 1997",India
ODI # 1232,India,Pakistan,5 wickets,Toronto,"Sep 21, 1997",Pakistan
ODI # 1233,Pakistan,India,5 wickets,Hyderabad (Sind),"Sep 28, 1997",Pakistan
ODI # 1234,Pakistan,India,4 wickets,Karachi,"Sep 30, 1997",India
ODI # 1236,Pakistan,India,9 wickets,Lahore,"Oct 2, 1997",Pakistan
ODI # 1237,Zimbabwe,New Zealand,3 wickets,Harare,"Oct 4, 1997",Zimbabwe
ODI # 1238,Zimbabwe,New Zealand,83 runs,Harare,"Oct 5, 1997",New Zealand
ODI # 1239,Kenya,Bangladesh,150 runs,Nairobi (Gym),"Oct 10, 1997",Kenya
ODI # 1240,Bangladesh,Zimbabwe,48 runs,Nairobi (Gym),"Oct 11, 1997",Zimbabwe
ODI # 1241,Kenya,Zimbabwe,6 wickets,Nairobi (Gym),"Oct 12, 1997",Zimbabwe
ODI # 1242,Bangladesh,Zimbabwe,192 runs,Nairobi (Aga),"Oct 14, 1997",Zimbabwe
ODI # 1243,Kenya,Bangladesh,8 wickets,Nairobi (Aga),"Oct 15, 1997",Kenya
ODI # 1244,Kenya,Zimbabwe,7 wickets,Nairobi (Aga),"Oct 16, 1997",Zimbabwe
ODI # 1245,Kenya,Zimbabwe,83 runs,Nairobi (Gym),"Oct 18, 1997",Zimbabwe
ODI # 1246,Kenya,Zimbabwe,82 runs,Nairobi (Gym),"Oct 19, 1997",Zimbabwe
ODI # 1247,Sri Lanka,West Indies,7 wickets,Lahore,"Nov 1, 1997",Sri Lanka
ODI # 1248,Pakistan,South Africa,9 runs,Lahore,"Nov 2, 1997",South Africa
ODI # 1249,South Africa,West Indies,5 wickets,Lahore,"Nov 3, 1997",South Africa
ODI # 1250,Pakistan,West Indies,8 wickets,Lahore,"Nov 4, 1997",Pakistan
ODI # 1251,Pakistan,Sri Lanka,8 wickets,Lahore,"Nov 5, 1997",Sri Lanka
ODI # 1252,South Africa,Sri Lanka,66 runs,Lahore,"Nov 6, 1997",South Africa
ODI # 1253,South Africa,Sri Lanka,4 wickets,Lahore,"Nov 8, 1997",South Africa
ODI # 1254,Australia,South Africa,67 runs,Sydney,"Dec 4, 1997",South Africa
ODI # 1255,New Zealand,South Africa,47 runs,Adelaide,"Dec 6, 1997",New Zealand
ODI # 1256,Australia,New Zealand,3 wickets,Adelaide,"Dec 7, 1997",Australia
ODI # 1257,Australia,South Africa,45 runs,Melbourne,"Dec 9, 1997",South Africa
ODI # 1258,New Zealand,South Africa,1 run,Hobart,"Dec 11, 1997",South Africa
ODI # 1259,England,India,7 runs,Sharjah,"Dec 11, 1997",England
ODI # 1260,Pakistan,West Indies,43 runs,Sharjah,"Dec 12, 1997",West Indies
ODI # 1261,England,West Indies,4 wickets,Sharjah,"Dec 13, 1997",England
ODI # 1262,India,Pakistan,4 wickets,Sharjah,"Dec 14, 1997",Pakistan
ODI # 1263,England,Pakistan,8 runs,Sharjah,"Dec 15, 1997",England
ODI # 1264,India,West Indies,41 runs,Sharjah,"Dec 16, 1997",West Indies
ODI # 1265,Australia,New Zealand,6 wickets,Melbourne,"Dec 17, 1997",Australia
ODI # 1266,England,West Indies,3 wickets,Sharjah,"Dec 19, 1997",England
ODI # 1267,India,Sri Lanka,7 wickets,Guwahati,"Dec 22, 1997",India
ODI # 1269,India,Sri Lanka,5 wickets,Margao,"Dec 28, 1997",Sri Lanka
ODI # 1270,New Zealand,South Africa,2 runs,Brisbane,"Jan 9, 1998",South Africa
ODI # 1271,Bangladesh,India,4 wickets,Dhaka,"Jan 10, 1998",India
ODI # 1273,India,Pakistan,18 runs,Dhaka,"Jan 11, 1998",India
ODI # 1272,Australia,South Africa,5 wickets,Brisbane,"Jan 11, 1998",South Africa
ODI # 1274,Bangladesh,Pakistan,9 wickets,Dhaka,"Jan 12, 1998",Pakistan
ODI # 1276,India,Pakistan,8 wickets,Dhaka,"Jan 14, 1998",India
ODI # 1275,Australia,New Zealand,131 runs,Sydney,"Jan 14, 1998",Australia
ODI # 1277,India,Pakistan,6 wickets,Dhaka,"Jan 16, 1998",Pakistan
ODI # 1278,New Zealand,South Africa,67 runs,Perth,"Jan 16, 1998",South Africa
ODI # 1279,India,Pakistan,3 wickets,Dhaka,"Jan 18, 1998",India
ODI # 1280,Australia,South Africa,7 wickets,Perth,"Jan 18, 1998",South Africa
ODI # 1281,Australia,New Zealand,4 wickets,Melbourne,"Jan 21, 1998",New Zealand
ODI # 1282,Sri Lanka,Zimbabwe,5 wickets,Colombo (SSC),"Jan 22, 1998",Sri Lanka
ODI # 1283,Australia,South Africa,6 runs,Melbourne,"Jan 23, 1998",South Africa
ODI # 1284,Sri Lanka,Zimbabwe,5 wickets,Colombo (RPS),"Jan 24, 1998",Sri Lanka
ODI # 1285,Australia,South Africa,7 wickets,Sydney,"Jan 26, 1998",Australia
ODI # 1286,Sri Lanka,Zimbabwe,4 wickets,Colombo (SSC),"Jan 26, 1998",Sri Lanka
ODI # 1287,Australia,South Africa,14 runs,Sydney,"Jan 27, 1998",Australia
ODI # 1288,New Zealand,Zimbabwe,40 runs,Hamilton,"Feb 4, 1998",New Zealand
ODI # 1289,New Zealand,Zimbabwe,8 wickets,Wellington,"Feb 6, 1998",New Zealand
ODI # 1290,New Zealand,Australia,7 wickets,Christchurch,"Feb 8, 1998",Australia
ODI # 1291,New Zealand,Australia,66 runs,Wellington,"Feb 10, 1998",Australia
ODI # 1292,New Zealand,Australia,7 wickets,Napier,"Feb 12, 1998",New Zealand
ODI # 1293,New Zealand,Australia,30 runs,Auckland,"Feb 14, 1998",New Zealand
ODI # 1294,New Zealand,Zimbabwe,1 run,Christchurch,"Mar 4, 1998",Zimbabwe
ODI # 1295,New Zealand,Zimbabwe,9 wickets,Napier,"Mar 6, 1998",New Zealand
ODI # 1296,New Zealand,Zimbabwe,2 runs,Auckland,"Mar 8, 1998",New Zealand
ODI # 1297,Zimbabwe,Pakistan,4 wickets,Harare,"Mar 28, 1998",Pakistan
ODI # 1298,Zimbabwe,Pakistan,4 wickets,Harare,"Mar 29, 1998",Pakistan
ODI # 1299,West Indies,England,16 runs,Bridgetown,"Mar 29, 1998",England
ODI # 1300,India,Australia,41 runs,Kochi,"Apr 1, 1998",India
ODI # 1301,West Indies,England,1 wicket,Bridgetown,"Apr 1, 1998",West Indies
ODI # 1302,Australia,Zimbabwe,13 runs,Ahmedabad,"Apr 3, 1998",Australia
ODI # 1303,South Africa,Pakistan,52 runs,Durban,"Apr 3, 1998",South Africa
ODI # 1304,West Indies,England,5 wickets,Kingstown,"Apr 4, 1998",West Indies
ODI # 1305,India,Zimbabwe,13 runs,Vadodara,"Apr 5, 1998",India
ODI # 1306,South Africa,Sri Lanka,57 runs,Johannesburg,"Apr 5, 1998",South Africa
ODI # 1307,West Indies,England,4 wickets,Kingstown,"Apr 5, 1998",West Indies
ODI # 1308,India,Australia,6 wickets,Kanpur,"Apr 7, 1998",India
ODI # 1309,Pakistan,Sri Lanka,4 wickets,Kimberley,"Apr 7, 1998",Pakistan
ODI # 1310,West Indies,England,57 runs,Port of Spain,"Apr 8, 1998",West Indies
ODI # 1311,India,Zimbabwe,32 runs,Cuttack,"Apr 9, 1998",India
ODI # 1312,Pakistan,Sri Lanka,110 runs,Paarl,"Apr 9, 1998",Pakistan
ODI # 1313,Australia,Zimbabwe,16 runs,Delhi,"Apr 11, 1998",Australia
ODI # 1314,South Africa,Pakistan,3 wickets,East London,"Apr 11, 1998",South Africa
ODI # 1315,South Africa,Sri Lanka,6 wickets,Port Elizabeth,"Apr 13, 1998",Sri Lanka
ODI # 1316,India,Australia,4 wickets,Delhi,"Apr 14, 1998",Australia
ODI # 1317,Pakistan,Sri Lanka,115 runs,Benoni,"Apr 15, 1998",Sri Lanka
ODI # 1318,South Africa,Pakistan,7 wickets,Centurion,"Apr 17, 1998",South Africa
ODI # 1319,India,New Zealand,15 runs,Sharjah,"Apr 17, 1998",India
ODI # 1320,Australia,New Zealand,6 wickets,Sharjah,"Apr 18, 1998",Australia
ODI # 1321,South Africa,Sri Lanka,5 wickets,Bloemfontein,"Apr 19, 1998",South Africa
ODI # 1322,Australia,India,58 runs,Sharjah,"Apr 19, 1998",Australia
ODI # 1323,India,New Zealand,4 wickets,Sharjah,"Apr 20, 1998",New Zealand
ODI # 1324,Australia,New Zealand,5 wickets,Sharjah,"Apr 21, 1998",Australia
ODI # 1325,Australia,India,26 runs,Sharjah,"Apr 22, 1998",Australia
ODI # 1326,South Africa,Pakistan,9 wickets,Cape Town,"Apr 23, 1998",South Africa
ODI # 1327,Australia,India,6 wickets,Sharjah,"Apr 24, 1998",India
ODI # 1328,India,Bangladesh,5 wickets,Mohali,"May 14, 1998",India
ODI # 1329,Bangladesh,Kenya,6 wickets,Hyderabad (Deccan),"May 17, 1998",Bangladesh
ODI # 1330,India,Kenya,4 wickets,Bengaluru,"May 20, 1998",India
ODI # 1331,England,South Africa,3 wickets,The Oval,"May 21, 1998",South Africa
ODI # 1333,Bangladesh,Kenya,28 runs,Chennai,"May 23, 1998",Kenya
ODI # 1332,England,South Africa,32 runs,Manchester,"May 23, 1998",South Africa
ODI # 1334,England,South Africa,7 wickets,Leeds,"May 24, 1998",England
ODI # 1335,India,Bangladesh,5 wickets,Mumbai,"May 25, 1998",India
ODI # 1336,India,Kenya,69 runs,Gwalior,"May 28, 1998",Kenya
ODI # 1337,India,Kenya,9 wickets,Kolkata,"May 31, 1998",India
ODI # 1338,Sri Lanka,India,8 wickets,Colombo (RPS),"Jun 19, 1998",India
ODI # 1339,Sri Lanka,New Zealand,7 wickets,Colombo (RPS),"Jun 21, 1998",Sri Lanka
ODI # 1341,Sri Lanka,India,8 runs,Colombo (SSC),"Jul 1, 1998",Sri Lanka
ODI # 1343,Sri Lanka,New Zealand,87 runs,Colombo (SSC),"Jul 5, 1998",Sri Lanka
ODI # 1344,Sri Lanka,India,6 runs,Colombo (RPS),"Jul 7, 1998",India
ODI # 1345,South Africa,Sri Lanka,57 runs,Nottingham,"Aug 14, 1998",Sri Lanka
ODI # 1346,England,Sri Lanka,36 runs,Lord's,"Aug 16, 1998",England
ODI # 1347,England,South Africa,14 runs,Birmingham,"Aug 18, 1998",South Africa
ODI # 1348,England,Sri Lanka,5 wickets,Lord's,"Aug 20, 1998",Sri Lanka
ODI # 1349,India,Pakistan,6 wickets,Toronto,"Sep 12, 1998",India
ODI # 1350,India,Pakistan,51 runs,Toronto,"Sep 13, 1998",Pakistan
ODI # 1351,India,Pakistan,77 runs,Toronto,"Sep 16, 1998",Pakistan
ODI # 1352,India,Pakistan,134 runs,Toronto,"Sep 19, 1998",Pakistan
ODI # 1353,India,Pakistan,5 wickets,Toronto,"Sep 20, 1998",Pakistan
ODI # 1354,Zimbabwe,India,8 wickets,Bulawayo,"Sep 26, 1998",India
ODI # 1355,Zimbabwe,India,8 wickets,Bulawayo,"Sep 27, 1998",India
ODI # 1356,Zimbabwe,India,37 runs,Harare,"Sep 30, 1998",Zimbabwe
ODI # 1357,New Zealand,Zimbabwe,5 wickets,Dhaka,"Oct 24, 1998",New Zealand
ODI # 1358,England,South Africa,6 wickets,Dhaka,"Oct 25, 1998",South Africa
ODI # 1359,New Zealand,Sri Lanka,5 wickets,Dhaka,"Oct 26, 1998",Sri Lanka
ODI # 1360,Australia,India,44 runs,Dhaka,"Oct 28, 1998",India
ODI # 1361,Pakistan,West Indies,30 runs,Dhaka,"Oct 29, 1998",West Indies
ODI # 1362,South Africa,Sri Lanka,92 runs,Dhaka,"Oct 30, 1998",South Africa
ODI # 1363,India,West Indies,6 wickets,Dhaka,"Oct 31, 1998",West Indies
ODI # 1364,South Africa,West Indies,4 wickets,Dhaka,"Nov 1, 1998",South Africa
ODI # 1365,Pakistan,Australia,86 runs,Karachi,"Nov 6, 1998",Australia
ODI # 1366,India,Sri Lanka,3 wickets,Sharjah,"Nov 6, 1998",India
ODI # 1367,Sri Lanka,Zimbabwe,7 wickets,Sharjah,"Nov 7, 1998",Zimbabwe
ODI # 1368,Pakistan,Australia,5 wickets,Peshawar,"Nov 8, 1998",Australia
ODI # 1369,India,Zimbabwe,7 wickets,Sharjah,"Nov 8, 1998",India
ODI # 1370,India,Sri Lanka,81 runs,Sharjah,"Nov 9, 1998",India
ODI # 1371,Pakistan,Australia,6 wickets,Lahore,"Nov 10, 1998",Australia
ODI # 1372,Sri Lanka,Zimbabwe,24 runs,Sharjah,"Nov 10, 1998",Zimbabwe
ODI # 1373,India,Zimbabwe,13 runs,Sharjah,"Nov 11, 1998",Zimbabwe
ODI # 1374,India,Zimbabwe,10 wickets,Sharjah,"Nov 13, 1998",India
ODI # 1375,Pakistan,Zimbabwe,4 wickets,Gujranwala,"Nov 20, 1998",Pakistan
ODI # 1376,Pakistan,Zimbabwe,6 wickets,Sheikhupura,"Nov 22, 1998",Zimbabwe
ODI # 1377,Pakistan,Zimbabwe,111 runs,Rawalpindi,"Nov 24, 1998",Pakistan
ODI # 1378,New Zealand,India,5 wickets,Taupo,"Jan 9, 1999",New Zealand
ODI # 1379,Australia,England,7 runs,Brisbane,"Jan 10, 1999",England
