Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2
2248,ODI # 2349,South Africa,Australia,Winner2ndInning,Johannesburg,"Mar 12, 2006",South Africa,South Africa,Home,Away,Second,First
2249,ODI # 2350,Bangladesh,Kenya,Winner1stInning,Bogra,"Mar 17, 2006",Bangladesh,Bangladesh,Home,Away,First,Second
2250,ODI # 2352,Sri Lanka,Pakistan,Winner2ndInning,Colombo,"Mar 19, 2006",Pakistan,Sri Lanka,Home,Away,First,Second
2251,ODI # 2353,Bangladesh,Kenya,Winner2ndInning,Khulna,"Mar 20, 2006",Bangladesh,Bangladesh,Home,Away,Second,First
2252,ODI # 2354,Sri Lanka,Pakistan,Winner2ndInning,Colombo,"Mar 22, 2006",Pakistan,Sri Lanka,Home,Away,First,Second
2253,ODI # 2355,Bangladesh,Kenya,Winner1stInning,Fatullah,"Mar 23, 2006",Bangladesh,Bangladesh,Home,Away,First,Second
2254,ODI # 2356,Bangladesh,Kenya,Winner2ndInning,Fatullah,"Mar 25, 2006",Bangladesh,Bangladesh,Home,Away,Second,First
2255,ODI # 2357,India,England,Winner1stInning,Delhi,"Mar 28, 2006",India,India,Home,Away,First,Second
2256,ODI # 2358,India,England,Winner2ndInning,Faridabad,"Mar 31, 2006",India,India,Home,Away,Second,First
2257,ODI # 2359,India,England,Winner1stInning,Margao,"Apr 3, 2006",India,India,Home,Away,First,Second
2258,ODI # 2360,India,England,Winner2ndInning,Kochi,"Apr 6, 2006",India,India,Home,Away,Second,First
2259,ODI # 2361,India,England,Winner2ndInning,Jamshedpur,"Apr 12, 2006",England,India,Home,Away,First,Second
2260,ODI # 2362,India,England,Winner2ndInning,Indore,"Apr 15, 2006",India,India,Home,Away,Second,First
2261,ODI # 2363,India,Pakistan,Winner2ndInning,Abu Dhabi,"Apr 18, 2006",Pakistan,U.A.E.,Neutral,Neutral,First,Second
2262,ODI # 2364,India,Pakistan,Winner1stInning,Abu Dhabi,"Apr 19, 2006",India,U.A.E.,Neutral,Neutral,First,Second
2263,ODI # 2365,Bangladesh,Australia,Winner2ndInning,Chittagong,"Apr 23, 2006",Australia,Bangladesh,Home,Away,First,Second
2264,ODI # 2366,Bangladesh,Australia,Winner1stInning,Fatullah,"Apr 26, 2006",Australia,Bangladesh,Home,Away,Second,First
2265,ODI # 2367,Bangladesh,Australia,Winner2ndInning,Fatullah,"Apr 28, 2006",Australia,Bangladesh,Home,Away,First,Second
2266,ODI # 2368,West Indies,Zimbabwe,Winner2ndInning,St John's,"Apr 29, 2006",West Indies,West Indies,Home,Away,Second,First
2267,ODI # 2369,West Indies,Zimbabwe,Winner1stInning,St John's,"Apr 30, 2006",West Indies,West Indies,Home,Away,First,Second
2268,ODI # 2370,West Indies,Zimbabwe,Winner1stInning,Georgetown,"May 7, 2006",West Indies,West Indies,Home,Away,First,Second
2269,ODI # 2371,West Indies,Zimbabwe,Winner2ndInning,Gros Islet,"May 10, 2006",West Indies,West Indies,Home,Away,Second,First
2270,ODI # 2373,West Indies,Zimbabwe,Winner1stInning,Port of Spain,"May 14, 2006",West Indies,West Indies,Home,Away,First,Second
2271,ODI # 2374,Canada,Zimbabwe,Winner1stInning,Port of Spain,"May 16, 2006",Zimbabwe,West Indies,Neutral,Neutral,Second,First
2272,ODI # 2375,Bermuda,Canada,Winner2ndInning,Port of Spain,"May 17, 2006",Bermuda,West Indies,Neutral,Neutral,Second,First
2273,ODI # 2376,Bermuda,Zimbabwe,Winner1stInning,Port of Spain,"May 18, 2006",Zimbabwe,West Indies,Neutral,Neutral,Second,First
2274,ODI # 2377,West Indies,India,Winner2ndInning,Kingston,"May 18, 2006",India,West Indies,Home,Away,First,Second
2275,ODI # 2378,Bermuda,Zimbabwe,Winner1stInning,Port of Spain,"May 20, 2006",Zimbabwe,West Indies,Neutral,Neutral,Second,First
2276,ODI # 2379,West Indies,India,Winner1stInning,Kingston,"May 20, 2006",West Indies,West Indies,Home,Away,First,Second
2277,ODI # 2380,West Indies,India,Winner2ndInning,Basseterre,"May 23, 2006",West Indies,West Indies,Home,Away,Second,First
2278,ODI # 2381,West Indies,India,Winner2ndInning,Port of Spain,"May 26, 2006",West Indies,West Indies,Home,Away,Second,First
2279,ODI # 2382,West Indies,India,Winner1stInning,Port of Spain,"May 28, 2006",West Indies,West Indies,Home,Away,First,Second
2280,ODI # 2383,Ireland,England,Winner1stInning,Belfast,"Jun 13, 2006",England,Ireland,Home,Away,Second,First
2281,ODI # 2384,England,Sri Lanka,Winner1stInning,Lord's,"Jun 17, 2006",Sri Lanka,England,Home,Away,Second,First
2282,ODI # 2385,England,Sri Lanka,Winner1stInning,The Oval,"Jun 20, 2006",Sri Lanka,England,Home,Away,Second,First
2283,ODI # 2386,England,Sri Lanka,Winner2ndInning,Chester,"Jun 24, 2006",Sri Lanka,England,Home,Away,First,Second
2284,ODI # 2387,Scotland,Pakistan,Winner2ndInning,Edinburgh,"Jun 27, 2006",Pakistan,Scotland,Home,Away,First,Second
2285,ODI # 2388,England,Sri Lanka,Winner1stInning,Manchester,"Jun 28, 2006",Sri Lanka,England,Home,Away,Second,First
2286,ODI # 2389,England,Sri Lanka,Winner2ndInning,Leeds,"Jul 1, 2006",Sri Lanka,England,Home,Away,First,Second
2287,ODI # 2390,Netherlands,Sri Lanka,Winner1stInning,Amstelveen,"Jul 4, 2006",Sri Lanka,Netherlands,Home,Away,Second,First
2288,ODI # 2391,Netherlands,Sri Lanka,Winner1stInning,Amstelveen,"Jul 6, 2006",Sri Lanka,Netherlands,Home,Away,Second,First
2289,ODI # 2392,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Jul 29, 2006",Zimbabwe,Zimbabwe,Home,Away,Second,First
2290,ODI # 2393,Zimbabwe,Bangladesh,Winner1stInning,Harare,"Jul 30, 2006",Bangladesh,Zimbabwe,Home,Away,Second,First
2291,ODI # 2394,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Aug 2, 2006",Zimbabwe,Zimbabwe,Home,Away,Second,First
2292,ODI # 2395,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Aug 4, 2006",Zimbabwe,Zimbabwe,Home,Away,Second,First
2293,ODI # 2396,Scotland,Ireland,Winner1stInning,Ayr,"Aug 5, 2006",Ireland,Scotland,Home,Away,Second,First
2294,ODI # 2397,Canada,Kenya,Winner1stInning,Toronto,"Aug 5, 2006",Kenya,Canada,Home,Away,Second,First
2295,ODI # 2398,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Aug 6, 2006",Bangladesh,Zimbabwe,Home,Away,First,Second
2296,ODI # 2399,Scotland,Netherlands,Winner2ndInning,Ayr,"Aug 6, 2006",Scotland,Scotland,Home,Away,Second,First
2297,ODI # 2400,Canada,Kenya,Winner2ndInning,Toronto,"Aug 6, 2006",Kenya,Canada,Home,Away,First,Second
2298,ODI # 2402,Kenya,Bangladesh,Winner2ndInning,Nairobi,"Aug 12, 2006",Bangladesh,Kenya,Home,Away,First,Second
2299,ODI # 2403,Kenya,Bangladesh,Winner2ndInning,Nairobi,"Aug 13, 2006",Bangladesh,Kenya,Home,Away,First,Second
2300,ODI # 2404,Kenya,Bangladesh,Winner2ndInning,Nairobi,"Aug 15, 2006",Bangladesh,Kenya,Home,Away,First,Second
2301,ODI # 2406,Canada,Bermuda,Winner2ndInning,Toronto,"Aug 19, 2006",Bermuda,Canada,Home,Away,First,Second
2302,ODI # 2407,Canada,Bermuda,Winner1stInning,Toronto,"Aug 21, 2006",Bermuda,Canada,Home,Away,Second,First
2303,ODI # 2409,England,Pakistan,Winner2ndInning,Lord's,"Sep 2, 2006",Pakistan,England,Home,Away,First,Second
2304,ODI # 2410,England,Pakistan,Winner2ndInning,Southampton,"Sep 5, 2006",Pakistan,England,Home,Away,First,Second
2305,ODI # 2411,England,Pakistan,Winner2ndInning,Nottingham,"Sep 8, 2006",England,England,Home,Away,Second,First
2306,ODI # 2412,England,Pakistan,Winner2ndInning,Birmingham,"Sep 10, 2006",England,England,Home,Away,Second,First
2307,ODI # 2413,Australia,West Indies,Winner1stInning,Kuala Lumpur,"Sep 12, 2006",Australia,Malaysia,Neutral,Neutral,First,Second
2308,ODI # 2414,India,West Indies,Winner1stInning,Kuala Lumpur,"Sep 14, 2006",West Indies,Malaysia,Neutral,Neutral,Second,First
2309,ODI # 2415,South Africa,Zimbabwe,Winner2ndInning,Bloemfontein,"Sep 15, 2006",South Africa,South Africa,Home,Away,Second,First
2310,ODI # 2417,Australia,West Indies,Winner2ndInning,Kuala Lumpur,"Sep 18, 2006",West Indies,Malaysia,Neutral,Neutral,First,Second
2311,ODI # 2418,South Africa,Zimbabwe,Winner2ndInning,East London,"Sep 18, 2006",South Africa,South Africa,Home,Away,Second,First
2312,ODI # 2419,India,West Indies,Winner1stInning,Kuala Lumpur,"Sep 20, 2006",India,Malaysia,Neutral,Neutral,First,Second
2313,ODI # 2420,South Africa,Zimbabwe,Winner1stInning,Potchefstroom,"Sep 20, 2006",South Africa,South Africa,Home,Away,First,Second
2314,ODI # 2421,Australia,India,Winner1stInning,Kuala Lumpur,"Sep 22, 2006",Australia,Malaysia,Neutral,Neutral,First,Second
2315,ODI # 2422,Australia,West Indies,Winner1stInning,Kuala Lumpur,"Sep 24, 2006",Australia,Malaysia,Neutral,Neutral,First,Second
2316,ODI # 2423,Bangladesh,Sri Lanka,Winner1stInning,Mohali,"Oct 7, 2006",Sri Lanka,,Neutral,Neutral,Second,First
2317,ODI # 2424,West Indies,Zimbabwe,Winner2ndInning,Ahmedabad,"Oct 8, 2006",West Indies,India,Neutral,Neutral,Second,First
2318,ODI # 2425,Sri Lanka,Zimbabwe,Winner1stInning,Ahmedabad,"Oct 10, 2006",Sri Lanka,India,Neutral,Neutral,First,Second
2319,ODI # 2426,Bangladesh,West Indies,Winner2ndInning,Jaipur,"Oct 11, 2006",West Indies,India,Neutral,Neutral,First,Second
2320,ODI # 2427,Bangladesh,Zimbabwe,Winner1stInning,Jaipur,"Oct 13, 2006",Bangladesh,India,Neutral,Neutral,First,Second
2321,ODI # 2428,Sri Lanka,West Indies,Winner2ndInning,Mumbai,"Oct 14, 2006",Sri Lanka,India,Neutral,Neutral,Second,First
2322,ODI # 2429,India,England,Winner2ndInning,Jaipur,"Oct 15, 2006",India,India,Home,Away,Second,First
2323,ODI # 2430,New Zealand,South Africa,Winner1stInning,Mumbai,"Oct 16, 2006",New Zealand,India,Neutral,Neutral,First,Second
2324,ODI # 2431,Pakistan,Sri Lanka,Winner2ndInning,Jaipur,"Oct 17, 2006",Pakistan,India,Neutral,Neutral,Second,First
2325,ODI # 2432,Australia,West Indies,Winner1stInning,Mumbai,"Oct 18, 2006",West Indies,India,Neutral,Neutral,Second,First
2326,ODI # 2433,New Zealand,Sri Lanka,Winner2ndInning,Mumbai,"Oct 20, 2006",Sri Lanka,India,Neutral,Neutral,First,Second
2327,ODI # 2434,Australia,England,Winner2ndInning,Jaipur,"Oct 21, 2006",Australia,India,Neutral,Neutral,Second,First
2328,ODI # 2435,South Africa,Sri Lanka,Winner1stInning,Ahmedabad,"Oct 24, 2006",South Africa,India,Neutral,Neutral,First,Second
2329,ODI # 2436,New Zealand,Pakistan,Winner1stInning,Mohali,"Oct 25, 2006",New Zealand,,Neutral,Neutral,First,Second
2330,ODI # 2437,India,West Indies,Winner2ndInning,Ahmedabad,"Oct 26, 2006",West Indies,India,Home,Away,First,Second
2331,ODI # 2438,Pakistan,South Africa,Winner1stInning,Mohali,"Oct 27, 2006",South Africa,,Neutral,Neutral,Second,First
2332,ODI # 2439,England,West Indies,Winner2ndInning,Ahmedabad,"Oct 28, 2006",England,India,Neutral,Neutral,Second,First
2333,ODI # 2440,India,Australia,Winner2ndInning,Mohali,"Oct 29, 2006",Australia,,Neutral,Neutral,First,Second
2334,ODI # 2441,Australia,New Zealand,Winner1stInning,Mohali,"Nov 1, 2006",Australia,,Neutral,Neutral,First,Second
2335,ODI # 2442,South Africa,West Indies,Winner2ndInning,Jaipur,"Nov 2, 2006",West Indies,India,Neutral,Neutral,First,Second
2336,ODI # 2443,Australia,West Indies,Winner2ndInning,Mumbai,"Nov 5, 2006",Australia,India,Neutral,Neutral,Second,First
2337,ODI # 2444,Kenya,Bermuda,Winner1stInning,Mombasa,"Nov 11, 2006",Kenya,Kenya,Home,Away,First,Second
2338,ODI # 2445,Kenya,Bermuda,Winner2ndInning,Mombasa,"Nov 12, 2006",Kenya,Kenya,Home,Away,Second,First
2339,ODI # 2446,Kenya,Bermuda,Winner1stInning,Mombasa,"Nov 14, 2006",Kenya,Kenya,Home,Away,First,Second
2340,ODI # 2447,South Africa,India,Winner1stInning,Durban,"Nov 22, 2006",South Africa,South Africa,Home,Away,First,Second
2341,ODI # 2448,Canada,Netherlands,Winner1stInning,Potchefstroom,"Nov 26, 2006",Netherlands,South Africa,Neutral,Neutral,Second,First
2342,ODI # 2449,South Africa,India,Winner1stInning,Cape Town,"Nov 26, 2006",South Africa,South Africa,Home,Away,First,Second
2343,ODI # 2450,Bermuda,Canada,Winner2ndInning,Potchefstroom,"Nov 27, 2006",Canada,South Africa,Neutral,Neutral,First,Second
2344,ODI # 2451,Bermuda,Netherlands,Winner2ndInning,Potchefstroom,"Nov 28, 2006",Netherlands,South Africa,Neutral,Neutral,First,Second
2345,ODI # 2452,South Africa,India,Winner1stInning,Port Elizabeth,"Nov 29, 2006",South Africa,South Africa,Home,Away,First,Second
2346,ODI # 2453,Bangladesh,Zimbabwe,Winner2ndInning,Khulna,"Nov 30, 2006",Bangladesh,Bangladesh,Home,Away,Second,First
2347,ODI # 2454,Bermuda,Canada,Winner2ndInning,Benoni,"Nov 30, 2006",Canada,South Africa,Neutral,Neutral,First,Second
2348,ODI # 2455,Canada,Netherlands,Winner2ndInning,Benoni,"Dec 1, 2006",Netherlands,South Africa,Neutral,Neutral,First,Second
2349,ODI # 2456,Bermuda,Netherlands,Winner2ndInning,Benoni,"Dec 2, 2006",Bermuda,South Africa,Neutral,Neutral,Second,First
2350,ODI # 2457,Bangladesh,Zimbabwe,Winner2ndInning,Bogra,"Dec 3, 2006",Bangladesh,Bangladesh,Home,Away,Second,First
2351,ODI # 2458,South Africa,India,Winner2ndInning,Centurion,"Dec 3, 2006",South Africa,South Africa,Home,Away,Second,First
2352,ODI # 2459,Bangladesh,Zimbabwe,Winner1stInning,Bogra,"Dec 5, 2006",Bangladesh,Bangladesh,Home,Away,First,Second
2353,ODI # 2460,Pakistan,West Indies,Winner2ndInning,Faisalabad,"Dec 7, 2006",Pakistan,Pakistan,Home,Away,Second,First
2354,ODI # 2461,Bangladesh,Zimbabwe,Winner2ndInning,Dhaka,"Dec 8, 2006",Bangladesh,Bangladesh,Home,Away,Second,First
2355,ODI # 2462,Bangladesh,Zimbabwe,Winner2ndInning,Dhaka,"Dec 9, 2006",Bangladesh,Bangladesh,Home,Away,Second,First
2356,ODI # 2463,Pakistan,West Indies,Winner2ndInning,Lahore,"Dec 10, 2006",Pakistan,Pakistan,Home,Away,Second,First
2357,ODI # 2464,Pakistan,West Indies,Winner2ndInning,Multan,"Dec 13, 2006",West Indies,Pakistan,Home,Away,First,Second
2358,ODI # 2465,Bangladesh,Scotland,Winner2ndInning,Chittagong,"Dec 15, 2006",Bangladesh,Bangladesh,Home,Away,Second,First
2359,ODI # 2466,Pakistan,West Indies,Winner2ndInning,Karachi,"Dec 16, 2006",Pakistan,Pakistan,Home,Away,Second,First
2360,ODI # 2467,Bangladesh,Scotland,Winner1stInning,Dhaka,"Dec 17, 2006",Bangladesh,Bangladesh,Home,Away,First,Second
2361,ODI # 2468,New Zealand,Sri Lanka,Winner2ndInning,Napier,"Dec 28, 2006",Sri Lanka,New Zealand,Home,Away,First,Second
2362,ODI # 2469,New Zealand,Sri Lanka,Winner2ndInning,Queenstown,"Dec 31, 2006",New Zealand,New Zealand,Home,Away,Second,First
2363,ODI # 2470,New Zealand,Sri Lanka,Winner2ndInning,Christchurch,"Jan 2, 2007",New Zealand,New Zealand,Home,Away,Second,First
2364,ODI # 2471,New Zealand,Sri Lanka,Winner1stInning,Auckland,"Jan 6, 2007",Sri Lanka,New Zealand,Home,Away,Second,First
2365,ODI # 2473,Australia,England,Winner2ndInning,Melbourne,"Jan 12, 2007",Australia,Australia,Home,Away,Second,First
2366,ODI # 2474,Australia,New Zealand,Winner1stInning,Hobart,"Jan 14, 2007",Australia,Australia,Home,Away,First,Second
2367,ODI # 2475,England,New Zealand,Winner2ndInning,Hobart,"Jan 16, 2007",England,Australia,Neutral,Neutral,Second,First
2368,ODI # 2476,Kenya,Scotland,Winner1stInning,Mombasa,"Jan 17, 2007",Kenya,Kenya,Home,Away,First,Second
2369,ODI # 2477,Canada,Scotland,Winner2ndInning,Mombasa,"Jan 18, 2007",Scotland,Kenya,Neutral,Neutral,First,Second
2370,ODI # 2478,Australia,England,Winner2ndInning,Brisbane,"Jan 19, 2007",Australia,Australia,Home,Away,Second,First
2371,ODI # 2479,Australia,New Zealand,Winner2ndInning,Sydney,"Jan 21, 2007",Australia,Australia,Home,Away,Second,First
2372,ODI # 2480,India,West Indies,Winner1stInning,Nagpur,"Jan 21, 2007",India,India,Home,Away,First,Second
2373,ODI # 2481,Kenya,Scotland,Winner1stInning,Mombasa,"Jan 21, 2007",Kenya,Kenya,Home,Away,First,Second
2374,ODI # 2482,England,New Zealand,Winner1stInning,Adelaide,"Jan 23, 2007",New Zealand,Australia,Neutral,Neutral,Second,First
2375,ODI # 2483,Canada,Scotland,Winner2ndInning,Mombasa,"Jan 23, 2007",Scotland,Kenya,Neutral,Neutral,First,Second
2376,ODI # 2484,Kenya,Canada,Winner1stInning,Mombasa,"Jan 24, 2007",Canada,Kenya,Home,Away,Second,First
2377,ODI # 2485,India,West Indies,Winner1stInning,Cuttack,"Jan 24, 2007",India,India,Home,Away,First,Second
2378,ODI # 2486,Australia,England,Winner2ndInning,Adelaide,"Jan 26, 2007",Australia,Australia,Home,Away,Second,First
2379,ODI # 2487,India,West Indies,Winner2ndInning,Chennai,"Jan 27, 2007",West Indies,India,Home,Away,First,Second
2380,ODI # 2488,Australia,New Zealand,Winner1stInning,Perth,"Jan 28, 2007",Australia,Australia,Home,Away,First,Second
2381,ODI # 2489,Kenya,Bermuda,Winner2ndInning,Nairobi,"Jan 29, 2007",Kenya,Kenya,Home,Away,Second,First
2382,ODI # 2490,England,New Zealand,Winner1stInning,Perth,"Jan 30, 2007",New Zealand,Australia,Neutral,Neutral,Second,First
2383,ODI # 2491,Canada,Netherlands,Winner2ndInning,Nairobi,"Jan 30, 2007",Netherlands,Kenya,Neutral,Neutral,First,Second
2384,ODI # 2492,Ireland,Scotland,Winner2ndInning,Nairobi,"Jan 30, 2007",Scotland,Kenya,Neutral,Neutral,First,Second
2385,ODI # 2493,India,West Indies,Winner1stInning,Vadodara,"Jan 31, 2007",India,India,Home,Away,First,Second
2386,ODI # 2494,Bermuda,Ireland,Winner2ndInning,Nairobi,"Jan 31, 2007",Ireland,Kenya,Neutral,Neutral,First,Second
2387,ODI # 2495,Canada,Scotland,Winner1stInning,Nairobi,"Jan 31, 2007",Scotland,Kenya,Neutral,Neutral,Second,First
2388,ODI # 2496,Kenya,Netherlands,Winner2ndInning,Nairobi,"Jan 31, 2007",Kenya,Kenya,Home,Away,Second,First
2389,ODI # 2497,Australia,England,Winner1stInning,Sydney,"Feb 2, 2007",England,Australia,Home,Away,Second,First
2390,ODI # 2498,Bermuda,Canada,Winner1stInning,Nairobi,"Feb 2, 2007",Canada,Kenya,Neutral,Neutral,Second,First
2391,ODI # 2499,Kenya,Ireland,Winner2ndInning,Nairobi,"Feb 2, 2007",Kenya,Kenya,Home,Away,Second,First
2392,ODI # 2500,Netherlands,Scotland,Winner1stInning,Nairobi,"Feb 2, 2007",Scotland,Kenya,Neutral,Neutral,Second,First
2393,ODI # 2501,Australia,New Zealand,Winner2ndInning,Melbourne,"Feb 4, 2007",Australia,Australia,Home,Away,Second,First
2394,ODI # 2502,Bermuda,Netherlands,Winner2ndInning,Nairobi,"Feb 4, 2007",Netherlands,Kenya,Neutral,Neutral,First,Second
2395,ODI # 2503,Canada,Ireland,Winner2ndInning,Nairobi,"Feb 4, 2007",Canada,Kenya,Neutral,Neutral,Second,First
2396,ODI # 2504,Kenya,Scotland,Winner1stInning,Nairobi,"Feb 4, 2007",Scotland,Kenya,Home,Away,Second,First
2397,ODI # 2505,Zimbabwe,Bangladesh,Winner1stInning,Harare,"Feb 4, 2007",Bangladesh,Zimbabwe,Home,Away,Second,First
2398,ODI # 2506,South Africa,Pakistan,Winner1stInning,Centurion,"Feb 4, 2007",South Africa,South Africa,Home,Away,First,Second
2399,ODI # 2507,Bermuda,Scotland,Winner2ndInning,Nairobi,"Feb 5, 2007",Bermuda,Kenya,Neutral,Neutral,Second,First
2400,ODI # 2508,Kenya,Canada,Winner1stInning,Nairobi,"Feb 5, 2007",Kenya,Kenya,Home,Away,First,Second
2401,ODI # 2509,Ireland,Netherlands,Winner1stInning,Nairobi,"Feb 5, 2007",Netherlands,Kenya,Neutral,Neutral,Second,First
2402,ODI # 2510,England,New Zealand,Winner1stInning,Brisbane,"Feb 6, 2007",England,Australia,Neutral,Neutral,First,Second
2403,ODI # 2511,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Feb 6, 2007",Zimbabwe,Zimbabwe,Home,Away,Second,First
2404,ODI # 2512,Kenya,Scotland,Winner2ndInning,Nairobi,"Feb 7, 2007",Kenya,Kenya,Home,Away,Second,First
2405,ODI # 2513,South Africa,Pakistan,Winner1stInning,Durban,"Feb 7, 2007",Pakistan,South Africa,Home,Away,Second,First
2406,ODI # 2515,Australia,England,Winner2ndInning,Melbourne,"Feb 9, 2007",England,Australia,Home,Away,First,Second
2407,ODI # 2516,Zimbabwe,Bangladesh,Winner1stInning,Harare,"Feb 9, 2007",Bangladesh,Zimbabwe,Home,Away,Second,First
2408,ODI # 2518,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Feb 10, 2007",Bangladesh,Zimbabwe,Home,Away,First,Second
2409,ODI # 2519,Australia,England,Winner1stInning,Sydney,"Feb 11, 2007",England,Australia,Home,Away,Second,First
2410,ODI # 2520,India,Sri Lanka,Winner1stInning,Rajkot,"Feb 11, 2007",Sri Lanka,India,Home,Away,Second,First
2411,ODI # 2521,South Africa,Pakistan,Winner2ndInning,Cape Town,"Feb 11, 2007",South Africa,South Africa,Home,Away,Second,First
2412,ODI # 2522,India,Sri Lanka,Winner2ndInning,Margao,"Feb 14, 2007",India,India,Home,Away,Second,First
2413,ODI # 2523,South Africa,Pakistan,Winner2ndInning,Johannesburg,"Feb 14, 2007",South Africa,South Africa,Home,Away,Second,First
2414,ODI # 2524,New Zealand,Australia,Winner2ndInning,Wellington,"Feb 16, 2007",New Zealand,New Zealand,Home,Away,Second,First
2415,ODI # 2525,India,Sri Lanka,Winner2ndInning,Visakhapatnam,"Feb 17, 2007",India,India,Home,Away,Second,First
2416,ODI # 2526,New Zealand,Australia,Winner2ndInning,Auckland,"Feb 18, 2007",New Zealand,New Zealand,Home,Away,Second,First
2417,ODI # 2527,New Zealand,Australia,Winner2ndInning,Hamilton,"Feb 20, 2007",New Zealand,New Zealand,Home,Away,Second,First
2418,ODI # 2528,Bangladesh,Bermuda,Winner2ndInning,St John's,"Feb 25, 2007",Bangladesh,West Indies,Neutral,Neutral,Second,First
2419,ODI # 2529,Bermuda,Canada,Winner2ndInning,St John's,"Feb 26, 2007",Canada,West Indies,Neutral,Neutral,First,Second
2420,ODI # 2530,Bangladesh,Canada,Winner1stInning,St John's,"Feb 28, 2007",Bangladesh,West Indies,Neutral,Neutral,First,Second
2421,ODI # 2531,West Indies,Pakistan,Winner1stInning,Kingston,"Mar 13, 2007",West Indies,West Indies,Home,Away,First,Second
2422,ODI # 2532,Australia,Scotland,Winner1stInning,Basseterre,"Mar 14, 2007",Australia,West Indies,Neutral,Neutral,First,Second
2423,ODI # 2533,Canada,Kenya,Winner2ndInning,Gros Islet,"Mar 14, 2007",Kenya,West Indies,Neutral,Neutral,First,Second
2424,ODI # 2534,Bermuda,Sri Lanka,Winner1stInning,Port of Spain,"Mar 15, 2007",Sri Lanka,West Indies,Neutral,Neutral,Second,First
